leaveid,employeeid,leavetype,startdate,enddate,days,leave_year,leave_month,leave_quarter,leave_day_of_week,leave_month_name,calculated_days,leave_duration_category,is_sick_leave,is_vacation,is_personal,is_maternity_paternity,total_leave_days,leave_count,avg_leave_duration,sick_leave_count,vacation_count,personal_leave_count,maternity_paternity_count,prev_leave_end,days_since_last_leave,leave_sequence,season,starts_on_weekend,starts_on_monday,starts_on_friday
LEAVE-5325,PNR-2065,Maternity/Paternity,2023-02-17,2023-02-19,3.0,2023,2,1,Friday,February,3,Short (2-3 days),0,0,0,1,17.0,4,4.2,2,1,0,1,2020-08-17,914.0,2,Winter,0,0,1
LEAVE-10139,PNR-2065,Sick Leave,2023-08-02,2023-08-02,1.0,2023,8,3,Wednesday,August,1,Single Day,1,0,0,0,17.0,4,4.2,2,1,0,1,2023-02-19,164.0,3,Summer,0,0,0
LEAVE-5322,PNR-2065,Vacation,2025-06-26,2025-07-05,10.0,2025,6,2,Thursday,June,10,Long (8-14 days),0,1,0,0,17.0,4,4.2,2,1,0,1,2023-08-02,694.0,4,Summer,0,0,0
LEAVE-5326,PNR-2066,Personal Leave,2021-06-04,2021-06-05,2.0,2021,6,2,Friday,June,2,Short (2-3 days),0,0,1,0,7.0,5,1.4,0,2,3,0,,,1,Summer,0,0,1
LEAVE-5328,PNR-2066,Personal Leave,2022-03-16,2022-03-16,1.0,2022,3,1,Wednesday,March,1,Single Day,0,0,1,0,7.0,5,1.4,0,2,3,0,2021-06-05,284.0,2,Spring,0,0,0
 LEAVE-5330 ,PNR-2066,Vacation,2023-09-08,2023-09-08,1.0,2023,9,3,Friday,September,1,Single Day,0,1,0,0,7.0,5,1.4,0,2,3,0,2022-03-16,541.0,3,Fall,0,0,1
LEAVE-5327,PNR-2066,Personal Leave,2024-07-02,2024-07-02,1.0,2024,7,3,Tuesday,July,1,Single Day,0,0,1,0,7.0,5,1.4,0,2,3,0,2023-09-08,298.0,4,Summer,0,0,0
LEAVE-5329,PNR-2066,Vacation,2025-05-07,2025-05-08,2.0,2025,5,2,Wednesday,May,2,Short (2-3 days),0,1,0,0,7.0,5,1.4,0,2,3,0,2024-07-02,309.0,5,Spring,0,0,0
LEAVE-5334,PNR-2067,Sick Leave,2020-02-11,2020-02-15,5.0,2020,2,1,Tuesday,February,5,Medium (4-7 days),1,0,0,0,23.0,5,4.6,1,3,0,0,,,1,Winter,0,0,0
LEAVE-5331,PNR-2067,Unknown,2020-12-21,2020-12-22,2.0,2020,12,4,Monday,December,2,Short (2-3 days),0,0,0,0,23.0,5,4.6,1,3,0,0,2020-02-15,310.0,2,Winter,0,1,0
LEAVE-5332,PNR-2067,Vacation,2021-04-09,2021-04-11,3.0,2021,4,2,Friday,April,3,Short (2-3 days),0,1,0,0,23.0,5,4.6,1,3,0,0,2020-12-22,108.0,3,Spring,0,0,1
LEAVE-5333,PNR-2067,Vacation,2021-05-08,2021-05-10,3.0,2021,5,2,Saturday,May,3,Short (2-3 days),0,1,0,0,23.0,5,4.6,1,3,0,0,2021-04-11,27.0,4,Spring,1,0,0
LEAVE-5335,PNR-2067,Vacation,2021-10-28,2021-11-06,10.0,2021,10,4,Thursday,October,10,Long (8-14 days),0,1,0,0,23.0,5,4.6,1,3,0,0,2021-05-10,171.0,5,Fall,0,0,0
LEAVE-5339,PNR-2068,Personal Leave,2019-01-01,2019-01-10,10.0,2019,1,1,Tuesday,January,10,Long (8-14 days),0,0,1,0,18.0,5,3.6,2,0,2,1,,,1,Winter,0,0,0
LEAVE-5336,PNR-2068,Personal Leave,2023-04-03,2023-04-04,2.0,2023,4,2,Monday,April,2,Short (2-3 days),0,0,1,0,18.0,5,3.6,2,0,2,1,2019-01-10,1544.0,2,Spring,0,1,0
LEAVE-5338,PNR-2068,Sick Leave,2023-10-26,2023-10-28,3.0,2023,10,4,Thursday,October,3,Short (2-3 days),1,0,0,0,18.0,5,3.6,2,0,2,1,2023-04-04,205.0,3,Fall,0,0,0
LEAVE-5337,PNR-2068,Maternity/Paternity,2024-02-27,2024-02-28,2.0,2024,2,1,Tuesday,February,2,Short (2-3 days),0,0,0,1,18.0,5,3.6,2,0,2,1,2023-10-28,122.0,4,Winter,0,0,0
LEAVE-5340,PNR-2068,Sick Leave,2024-10-20,2024-10-20,1.0,2024,10,4,Sunday,October,1,Single Day,1,0,0,0,18.0,5,3.6,2,0,2,1,2024-02-28,235.0,5,Fall,1,0,0
LEAVE-5345,PNR-2069,Sick Leave,2018-03-18,2018-03-27,10.0,2018,3,1,Sunday,March,10,Long (8-14 days),1,0,0,0,32.0,5,6.4,2,2,0,1,,,1,Spring,1,0,0
LEAVE-5342,PNR-2069,Maternity/Paternity,2018-06-23,2018-07-02,10.0,2018,6,2,Saturday,June,10,Long (8-14 days),0,0,0,1,32.0,5,6.4,2,2,0,1,2018-03-27,88.0,2,Summer,1,0,0
LEAVE-5341,PNR-2069,Vacation,2021-03-25,2021-03-29,5.0,2021,3,1,Thursday,March,5,Medium (4-7 days),0,1,0,0,32.0,5,6.4,2,2,0,1,2018-07-02,997.0,3,Spring,0,0,0
LEAVE-5344,PNR-2069,Sick Leave,2023-10-14,2023-10-15,2.0,2023,10,4,Saturday,October,2,Short (2-3 days),1,0,0,0,32.0,5,6.4,2,2,0,1,2021-03-29,929.0,4,Fall,1,0,0
LEAVE-5343,PNR-2069,Vacation,2025-01-06,2025-01-10,5.0,2025,1,1,Monday,January,5,Medium (4-7 days),0,1,0,0,32.0,5,6.4,2,2,0,1,2023-10-15,449.0,5,Winter,0,1,0
LEAVE-5346,PNR-2070,Vacation,2018-05-24,2018-05-26,3.0,2018,5,2,Thursday,May,3,Short (2-3 days),0,1,0,0,13.0,5,2.6,0,2,2,1,,,1,Spring,0,0,0
 LEAVE-5350 ,PNR-2070,Personal Leave,2021-03-18,2021-03-20,3.0,2021,3,1,Thursday,March,3,Short (2-3 days),0,0,1,0,13.0,5,2.6,0,2,2,1,2018-05-26,1027.0,2,Spring,0,0,0
LEAVE-5349,PNR-2070,Personal Leave,2023-06-01,2023-06-02,2.0,2023,6,2,Thursday,June,2,Short (2-3 days),0,0,1,0,13.0,5,2.6,0,2,2,1,2021-03-20,803.0,3,Summer,0,0,0
LEAVE-5348,PNR-2070,Maternity/Paternity,2023-10-23,2023-10-25,3.0,2023,10,4,Monday,October,3,Short (2-3 days),0,0,0,1,13.0,5,2.6,0,2,2,1,2023-06-02,143.0,4,Fall,0,1,0
LEAVE-5347,PNR-2070,Vacation,2025-05-05,2025-05-06,2.0,2025,5,2,Monday,May,2,Short (2-3 days),0,1,0,0,13.0,5,2.6,0,2,2,1,2023-10-25,558.0,5,Spring,0,1,0
LEAVE-5352,PNR-2071,Unknown,2019-08-22,2019-08-22,1.0,2019,8,3,Thursday,August,1,Single Day,0,0,0,0,17.0,5,3.4,0,2,2,0,,,1,Summer,0,0,0
LEAVE-5351,PNR-2071,Personal Leave,2020-03-24,2020-03-28,5.0,2020,3,1,Tuesday,March,5,Medium (4-7 days),0,0,1,0,17.0,5,3.4,0,2,2,0,2019-08-22,215.0,2,Spring,0,0,0
LEAVE-5353,PNR-2071,Vacation,2020-08-14,2020-08-18,5.0,2020,8,3,Friday,August,5,Medium (4-7 days),0,1,0,0,17.0,5,3.4,0,2,2,0,2020-03-28,139.0,3,Summer,0,0,1
LEAVE-5355,PNR-2071,Personal Leave,2022-02-25,2022-03-01,5.0,2022,2,1,Friday,February,5,Medium (4-7 days),0,0,1,0,17.0,5,3.4,0,2,2,0,2020-08-18,556.0,4,Winter,0,0,1
LEAVE-5354,PNR-2071,Vacation,2024-10-18,2024-10-18,1.0,2024,10,4,Friday,October,1,Single Day,0,1,0,0,17.0,5,3.4,0,2,2,0,2022-03-01,962.0,5,Fall,0,0,1
LEAVE-5358,PNR-2072,Personal Leave,2018-06-07,2018-06-07,1.0,2018,6,2,Thursday,June,1,Single Day,0,0,1,0,16.0,3,5.3,0,1,2,0,,,1,Summer,0,0,0
LEAVE-5359,PNR-2072,Vacation,2019-01-17,2019-01-21,5.0,2019,1,1,Thursday,January,5,Medium (4-7 days),0,1,0,0,16.0,3,5.3,0,1,2,0,2018-06-07,224.0,2,Winter,0,0,0
LEAVE-10140,PNR-2072,Personal Leave,2024-11-19,2024-11-28,10.0,2024,11,4,Tuesday,November,10,Long (8-14 days),0,0,1,0,16.0,3,5.3,0,1,2,0,2019-01-21,2129.0,3,Fall,0,0,0
LEAVE-5363,PNR-2073,Vacation,2019-03-04,2019-03-06,3.0,2019,3,1,Monday,March,3,Short (2-3 days),0,1,0,0,24.0,4,6.0,1,1,0,1,,,1,Spring,0,1,0
LEAVE-5365,PNR-2073,Maternity/Paternity,2019-03-21,2019-03-30,10.0,2019,3,1,Thursday,March,10,Long (8-14 days),0,0,0,1,24.0,4,6.0,1,1,0,1,2019-03-06,15.0,2,Spring,0,0,0
LEAVE-5361,PNR-2073,Sick Leave,2022-09-20,2022-09-20,1.0,2022,9,3,Tuesday,September,1,Single Day,1,0,0,0,24.0,4,6.0,1,1,0,1,2019-03-30,1270.0,3,Fall,0,0,0
LEAVE-5364,PNR-2073,Unknown,2025-10-02,2025-10-11,10.0,2025,10,4,Thursday,October,10,Long (8-14 days),0,0,0,0,24.0,4,6.0,1,1,0,1,2022-09-20,1108.0,4,Fall,0,0,0
LEAVE-5369,PNR-2074,Personal Leave,2019-04-20,2019-04-20,1.0,2019,4,2,Saturday,April,1,Single Day,0,0,1,0,21.0,3,7.0,1,1,1,0,,,1,Spring,1,0,0
 LEAVE-5370 ,PNR-2074,Sick Leave,2023-02-19,2023-02-28,10.0,2023,2,1,Sunday,February,10,Long (8-14 days),1,0,0,0,21.0,3,7.0,1,1,1,0,2019-04-20,1401.0,2,Winter,1,0,0
LEAVE-5366,PNR-2074,Vacation,2024-04-22,2024-05-01,10.0,2024,4,2,Monday,April,10,Long (8-14 days),0,1,0,0,21.0,3,7.0,1,1,1,0,2023-02-28,419.0,3,Spring,0,1,0
LEAVE-5374,PNR-2075,Maternity/Paternity,2018-12-09,2018-12-10,2.0,2018,12,4,Sunday,December,2,Short (2-3 days),0,0,0,1,9.0,4,2.2,1,0,2,1,,,1,Winter,1,0,0
LEAVE-5372,PNR-2075,Personal Leave,2020-09-06,2020-09-10,5.0,2020,9,3,Sunday,September,5,Medium (4-7 days),0,0,1,0,9.0,4,2.2,1,0,2,1,2018-12-10,636.0,2,Fall,1,0,0
LEAVE-5371,PNR-2075,Sick Leave,2021-07-17,2021-07-17,1.0,2021,7,3,Saturday,July,1,Single Day,1,0,0,0,9.0,4,2.2,1,0,2,1,2020-09-10,310.0,3,Summer,1,0,0
LEAVE-5373,PNR-2075,Personal Leave,2023-05-25,2023-05-25,1.0,2023,5,2,Thursday,May,1,Single Day,0,0,1,0,9.0,4,2.2,1,0,2,1,2021-07-17,677.0,4,Spring,0,0,0
LEAVE-5377,PNR-2076,Vacation,2018-09-10,2018-09-11,2.0,2018,9,3,Monday,September,2,Short (2-3 days),0,1,0,0,15.0,5,3.0,0,1,1,2,,,1,Fall,0,1,0
LEAVE-5380,PNR-2076,Maternity/Paternity,2020-08-28,2020-08-28,1.0,2020,8,3,Friday,August,1,Single Day,0,0,0,1,15.0,5,3.0,0,1,1,2,2018-09-11,717.0,2,Summer,0,0,1
LEAVE-5376,PNR-2076,Maternity/Paternity,2021-04-24,2021-04-24,1.0,2021,4,2,Saturday,April,1,Single Day,0,0,0,1,15.0,5,3.0,0,1,1,2,2020-08-28,239.0,3,Spring,1,0,0
LEAVE-5379,PNR-2076,Personal Leave,2022-07-03,2022-07-12,10.0,2022,7,3,Sunday,July,10,Long (8-14 days),0,0,1,0,15.0,5,3.0,0,1,1,2,2021-04-24,435.0,4,Summer,1,0,0
 LEAVE-5378 ,PNR-2076,Unknown,2022-10-22,2022-10-22,1.0,2022,10,4,Saturday,October,1,Single Day,0,0,0,0,15.0,5,3.0,0,1,1,2,2022-07-12,102.0,5,Fall,1,0,0
LEAVE-5381,PNR-2077,Vacation,2020-11-26,2020-11-28,3.0,2020,11,4,Thursday,November,3,Short (2-3 days),0,1,0,0,13.0,4,3.2,0,3,0,1,,,1,Fall,0,0,0
LEAVE-5385,PNR-2077,Vacation,2023-06-09,2023-06-10,2.0,2023,6,2,Friday,June,2,Short (2-3 days),0,1,0,0,13.0,4,3.2,0,3,0,1,2020-11-28,923.0,2,Summer,0,0,1
LEAVE-5383,PNR-2077,Vacation,2023-07-27,2023-07-29,3.0,2023,7,3,Thursday,July,3,Short (2-3 days),0,1,0,0,13.0,4,3.2,0,3,0,1,2023-06-10,47.0,3,Summer,0,0,0
LEAVE-5382,PNR-2077,Maternity/Paternity,2023-11-30,2023-12-04,5.0,2023,11,4,Thursday,November,5,Medium (4-7 days),0,0,0,1,13.0,4,3.2,0,3,0,1,2023-07-29,124.0,4,Fall,0,0,0
LEAVE-5386,PNR-2078,Personal Leave,2021-10-09,2021-10-13,5.0,2021,10,4,Saturday,October,5,Medium (4-7 days),0,0,1,0,20.0,3,6.7,1,0,2,0,,,1,Fall,1,0,0
LEAVE-5390,PNR-2078,Personal Leave,2021-11-23,2021-12-02,10.0,2021,11,4,Tuesday,November,10,Long (8-14 days),0,0,1,0,20.0,3,6.7,1,0,2,0,2021-10-13,41.0,2,Fall,0,0,0
LEAVE-5388,PNR-2078,Sick Leave,2023-06-25,2023-06-29,5.0,2023,6,2,Sunday,June,5,Medium (4-7 days),1,0,0,0,20.0,3,6.7,1,0,2,0,2021-12-02,570.0,3,Summer,1,0,0
LEAVE-5394,PNR-2079,Maternity/Paternity,2021-06-11,2021-06-13,3.0,2021,6,2,Friday,June,3,Short (2-3 days),0,0,0,1,12.0,4,3.0,0,0,3,1,,,1,Summer,0,0,1
LEAVE-5393,PNR-2079,Personal Leave,2022-11-20,2022-11-21,2.0,2022,11,4,Sunday,November,2,Short (2-3 days),0,0,1,0,12.0,4,3.0,0,0,3,1,2021-06-13,525.0,2,Fall,1,0,0
LEAVE-5391,PNR-2079,Personal Leave,2023-02-05,2023-02-09,5.0,2023,2,1,Sunday,February,5,Medium (4-7 days),0,0,1,0,12.0,4,3.0,0,0,3,1,2022-11-21,76.0,3,Winter,1,0,0
LEAVE-5395,PNR-2079,Personal Leave,2024-10-17,2024-10-18,2.0,2024,10,4,Thursday,October,2,Short (2-3 days),0,0,1,0,12.0,4,3.0,0,0,3,1,2023-02-09,616.0,4,Fall,0,0,0
LEAVE-5400,PNR-2080,Vacation,2019-12-03,2019-12-05,3.0,2019,12,4,Tuesday,December,3,Short (2-3 days),0,1,0,0,10.0,4,2.5,1,1,2,0,,,1,Winter,0,0,0
LEAVE-5396,PNR-2080,Personal Leave,2020-02-10,2020-02-10,1.0,2020,2,1,Monday,February,1,Single Day,0,0,1,0,10.0,4,2.5,1,1,2,0,2019-12-05,67.0,2,Winter,0,1,0
LEAVE-5399,PNR-2080,Personal Leave,2020-09-01,2020-09-05,5.0,2020,9,3,Tuesday,September,5,Medium (4-7 days),0,0,1,0,10.0,4,2.5,1,1,2,0,2020-02-10,204.0,3,Fall,0,0,0
LEAVE-5398,PNR-2080,Sick Leave,2022-03-03,2022-03-03,1.0,2022,3,1,Thursday,March,1,Single Day,1,0,0,0,10.0,4,2.5,1,1,2,0,2020-09-05,544.0,4,Spring,0,0,0
LEAVE-5403,PNR-2081,Maternity/Paternity,2019-03-23,2019-03-24,2.0,2019,3,1,Saturday,March,2,Short (2-3 days),0,0,0,1,18.0,5,3.6,1,0,0,1,,,1,Spring,1,0,0
LEAVE-5401,PNR-2081,Unknown,2020-08-23,2020-08-25,3.0,2020,8,3,Sunday,August,3,Short (2-3 days),0,0,0,0,18.0,5,3.6,1,0,0,1,2019-03-24,518.0,2,Summer,1,0,0
LEAVE-5405,PNR-2081,Unknown,2020-11-17,2020-11-18,2.0,2020,11,4,Tuesday,November,2,Short (2-3 days),0,0,0,0,18.0,5,3.6,1,0,0,1,2020-08-25,84.0,3,Fall,0,0,0
LEAVE-5404,PNR-2081,Sick Leave,2022-12-06,2022-12-15,10.0,2022,12,4,Tuesday,December,10,Long (8-14 days),1,0,0,0,18.0,5,3.6,1,0,0,1,2020-11-18,748.0,4,Winter,0,0,0
LEAVE-5402,PNR-2081,Unknown,2025-09-06,2025-09-06,1.0,2025,9,3,Saturday,September,1,Single Day,0,0,0,0,18.0,5,3.6,1,0,0,1,2022-12-15,996.0,5,Fall,1,0,0
LEAVE-5409,PNR-2082,Sick Leave,2018-10-29,2018-11-07,10.0,2018,10,4,Monday,October,10,Long (8-14 days),1,0,0,0,40.0,5,8.0,2,1,1,0,,,1,Fall,0,1,0
LEAVE-5406,PNR-2082,Sick Leave,2021-04-08,2021-04-17,10.0,2021,4,2,Thursday,April,10,Long (8-14 days),1,0,0,0,40.0,5,8.0,2,1,1,0,2018-11-07,883.0,2,Spring,0,0,0
LEAVE-5407,PNR-2082,Unknown,2021-08-11,2021-08-15,5.0,2021,8,3,Wednesday,August,5,Medium (4-7 days),0,0,0,0,40.0,5,8.0,2,1,1,0,2021-04-17,116.0,3,Summer,0,0,0
LEAVE-5408,PNR-2082,Vacation,2024-05-10,2024-05-19,10.0,2024,5,2,Friday,May,10,Long (8-14 days),0,1,0,0,40.0,5,8.0,2,1,1,0,2021-08-15,999.0,4,Spring,0,0,1
LEAVE-5410,PNR-2082,Personal Leave,2024-08-04,2024-08-08,5.0,2024,8,3,Sunday,August,5,Medium (4-7 days),0,0,1,0,40.0,5,8.0,2,1,1,0,2024-05-19,77.0,5,Summer,1,0,0
LEAVE-5415,PNR-2083,Vacation,2018-12-08,2018-12-10,3.0,2018,12,4,Saturday,December,3,Short (2-3 days),0,1,0,0,20.0,4,5.0,2,1,1,0,,,1,Winter,1,0,0
LEAVE-5414,PNR-2083,Sick Leave,2020-08-10,2020-08-19,10.0,2020,8,3,Monday,August,10,Long (8-14 days),1,0,0,0,20.0,4,5.0,2,1,1,0,2018-12-10,609.0,2,Summer,0,1,0
LEAVE-5411,PNR-2083,Sick Leave,2024-04-18,2024-04-19,2.0,2024,4,2,Thursday,April,2,Short (2-3 days),1,0,0,0,20.0,4,5.0,2,1,1,0,2020-08-19,1338.0,3,Spring,0,0,0
LEAVE-5412,PNR-2083,Personal Leave,2024-10-14,2024-10-18,5.0,2024,10,4,Monday,October,5,Medium (4-7 days),0,0,1,0,20.0,4,5.0,2,1,1,0,2024-04-19,178.0,4,Fall,0,1,0
LEAVE-5418,PNR-2084,Personal Leave,2018-02-20,2018-02-21,2.0,2018,2,1,Tuesday,February,2,Short (2-3 days),0,0,1,0,8.0,3,2.7,0,0,2,1,,,1,Winter,0,0,0
LEAVE-5416,PNR-2084,Personal Leave,2018-03-15,2018-03-19,5.0,2018,3,1,Thursday,March,5,Medium (4-7 days),0,0,1,0,8.0,3,2.7,0,0,2,1,2018-02-21,22.0,2,Spring,0,0,0
LEAVE-5420,PNR-2084,Maternity/Paternity,2022-04-18,2022-04-18,1.0,2022,4,2,Monday,April,1,Single Day,0,0,0,1,8.0,3,2.7,0,0,2,1,2018-03-19,1491.0,3,Spring,0,1,0
LEAVE-5425,PNR-2085,Vacation,2019-12-06,2019-12-07,2.0,2019,12,4,Friday,December,2,Short (2-3 days),0,1,0,0,17.0,5,3.4,0,4,1,0,,,1,Winter,0,0,1
LEAVE-5424,PNR-2085,Personal Leave,2020-02-16,2020-02-25,10.0,2020,2,1,Sunday,February,10,Long (8-14 days),0,0,1,0,17.0,5,3.4,0,4,1,0,2019-12-07,71.0,2,Winter,1,0,0
LEAVE-5423,PNR-2085,Vacation,2023-10-27,2023-10-27,1.0,2023,10,4,Friday,October,1,Single Day,0,1,0,0,17.0,5,3.4,0,4,1,0,2020-02-25,1340.0,3,Fall,0,0,1
LEAVE-5421,PNR-2085,Vacation,2023-12-05,2023-12-06,2.0,2023,12,4,Tuesday,December,2,Short (2-3 days),0,1,0,0,17.0,5,3.4,0,4,1,0,2023-10-27,39.0,4,Winter,0,0,0
LEAVE-5421,PNR-2085,Vacation,2023-12-05,2023-12-06,2.0,2023,12,4,Tuesday,December,2,Short (2-3 days),0,1,0,0,17.0,5,3.4,0,4,1,0,2023-12-06,-1.0,5,Winter,0,0,0
LEAVE-5430,PNR-2086,Personal Leave,2018-10-19,2018-10-20,2.0,2018,10,4,Friday,October,2,Short (2-3 days),0,0,1,0,28.0,5,5.6,1,0,2,1,,,1,Fall,0,0,1
LEAVE-5427,PNR-2086,Unknown,2020-08-15,2020-08-17,3.0,2020,8,3,Saturday,August,3,Short (2-3 days),0,0,0,0,28.0,5,5.6,1,0,2,1,2018-10-20,665.0,2,Summer,1,0,0
LEAVE-5428,PNR-2086,Maternity/Paternity,2021-02-10,2021-02-19,10.0,2021,2,1,Wednesday,February,10,Long (8-14 days),0,0,0,1,28.0,5,5.6,1,0,2,1,2020-08-17,177.0,3,Winter,0,0,0
LEAVE-5429,PNR-2086,Personal Leave,2021-02-18,2021-02-27,10.0,2021,2,1,Thursday,February,10,Long (8-14 days),0,0,1,0,28.0,5,5.6,1,0,2,1,2021-02-19,-1.0,4,Winter,0,0,0
LEAVE-5426,PNR-2086,Sick Leave,2021-12-08,2021-12-10,3.0,2021,12,4,Wednesday,December,3,Short (2-3 days),1,0,0,0,28.0,5,5.6,1,0,2,1,2021-02-27,284.0,5,Winter,0,0,0
LEAVE-5435,PNR-2087,Unknown,2023-05-23,2023-05-27,5.0,2023,5,2,Tuesday,May,5,Medium (4-7 days),0,0,0,0,8.0,3,2.7,0,0,0,2,,,1,Spring,0,0,0
LEAVE-5432,PNR-2087,Maternity/Paternity,2025-02-08,2025-02-09,2.0,2025,2,1,Saturday,February,2,Short (2-3 days),0,0,0,1,8.0,3,2.7,0,0,0,2,2023-05-27,623.0,2,Winter,1,0,0
LEAVE-5434,PNR-2087,Maternity/Paternity,2025-09-03,2025-09-03,1.0,2025,9,3,Wednesday,September,1,Single Day,0,0,0,1,8.0,3,2.7,0,0,0,2,2025-02-09,206.0,3,Fall,0,0,0
LEAVE-5437,PNR-2088,Vacation,2019-08-17,2019-08-18,2.0,2019,8,3,Saturday,August,2,Short (2-3 days),0,1,0,0,15.0,3,5.0,1,2,0,0,,,1,Summer,1,0,0
LEAVE-5439,PNR-2088,Vacation,2023-05-17,2023-05-26,10.0,2023,5,2,Wednesday,May,10,Long (8-14 days),0,1,0,0,15.0,3,5.0,1,2,0,0,2019-08-18,1368.0,2,Spring,0,0,0
LEAVE-5438,PNR-2088,Sick Leave,2024-12-15,2024-12-17,3.0,2024,12,4,Sunday,December,3,Short (2-3 days),1,0,0,0,15.0,3,5.0,1,2,0,0,2023-05-26,569.0,3,Winter,1,0,0
LEAVE-5441,PNR-2089,Personal Leave,2018-05-07,2018-05-07,1.0,2018,5,2,Monday,May,1,Single Day,0,0,1,0,11.0,4,2.8,1,0,1,2,,,1,Spring,0,1,0
LEAVE-5442,PNR-2089,Maternity/Paternity,2022-11-20,2022-11-21,2.0,2022,11,4,Sunday,November,2,Short (2-3 days),0,0,0,1,11.0,4,2.8,1,0,1,2,2018-05-07,1658.0,2,Fall,1,0,0
LEAVE-5444,PNR-2089,Sick Leave,2024-06-29,2024-07-03,5.0,2024,6,2,Saturday,June,5,Medium (4-7 days),1,0,0,0,11.0,4,2.8,1,0,1,2,2022-11-21,586.0,3,Summer,1,0,0
LEAVE-5443,PNR-2089,Maternity/Paternity,2024-08-19,2024-08-21,3.0,2024,8,3,Monday,August,3,Short (2-3 days),0,0,0,1,11.0,4,2.8,1,0,1,2,2024-07-03,47.0,4,Summer,0,1,0
LEAVE-5448,PNR-2090,Sick Leave,2020-12-16,2020-12-25,10.0,2020,12,4,Wednesday,December,10,Long (8-14 days),1,0,0,0,20.0,5,4.0,1,1,3,0,,,1,Winter,0,0,0
LEAVE-5447,PNR-2090,Personal Leave,2021-07-19,2021-07-19,1.0,2021,7,3,Monday,July,1,Single Day,0,0,1,0,20.0,5,4.0,1,1,3,0,2020-12-25,206.0,2,Summer,0,1,0
LEAVE-5446,PNR-2090,Personal Leave,2023-07-09,2023-07-11,3.0,2023,7,3,Sunday,July,3,Short (2-3 days),0,0,1,0,20.0,5,4.0,1,1,3,0,2021-07-19,720.0,3,Summer,1,0,0
LEAVE-5449,PNR-2090,Personal Leave,2024-03-08,2024-03-12,5.0,2024,3,1,Friday,March,5,Medium (4-7 days),0,0,1,0,20.0,5,4.0,1,1,3,0,2023-07-11,241.0,4,Spring,0,0,1
LEAVE-5450,PNR-2090,Vacation,2024-07-09,2024-07-09,1.0,2024,7,3,Tuesday,July,1,Single Day,0,1,0,0,20.0,5,4.0,1,1,3,0,2024-03-12,119.0,5,Summer,0,0,0
LEAVE-5455,PNR-2091,Vacation,2019-07-16,2019-07-18,3.0,2019,7,3,Tuesday,July,3,Short (2-3 days),0,1,0,0,10.0,4,2.5,2,1,0,1,,,1,Summer,0,0,0
LEAVE-5453,PNR-2091,Sick Leave,2020-03-08,2020-03-10,3.0,2020,3,1,Sunday,March,3,Short (2-3 days),1,0,0,0,10.0,4,2.5,2,1,0,1,2019-07-18,234.0,2,Spring,1,0,0
LEAVE-5451,PNR-2091,Sick Leave,2022-11-22,2022-11-23,2.0,2022,11,4,Tuesday,November,2,Short (2-3 days),1,0,0,0,10.0,4,2.5,2,1,0,1,2020-03-10,987.0,3,Fall,0,0,0
LEAVE-5452,PNR-2091,Maternity/Paternity,2022-12-18,2022-12-19,2.0,2022,12,4,Sunday,December,2,Short (2-3 days),0,0,0,1,10.0,4,2.5,2,1,0,1,2022-11-23,25.0,4,Winter,1,0,0
LEAVE-5456,PNR-2092,Vacation,2022-04-09,2022-04-09,1.0,2022,4,2,Saturday,April,1,Single Day,0,1,0,0,24.0,5,4.8,0,1,2,2,,,1,Spring,1,0,0
LEAVE-5457,PNR-2092,Personal Leave,2022-12-29,2023-01-07,10.0,2022,12,4,Thursday,December,10,Long (8-14 days),0,0,1,0,24.0,5,4.8,0,1,2,2,2022-04-09,264.0,2,Winter,0,0,0
LEAVE-5458,PNR-2092,Maternity/Paternity,2023-06-24,2023-07-03,10.0,2023,6,2,Saturday,June,10,Long (8-14 days),0,0,0,1,24.0,5,4.8,0,1,2,2,2023-01-07,168.0,3,Summer,1,0,0
LEAVE-5460,PNR-2092,Maternity/Paternity,2024-02-28,2024-02-28,1.0,2024,2,1,Wednesday,February,1,Single Day,0,0,0,1,24.0,5,4.8,0,1,2,2,2023-07-03,240.0,4,Winter,0,0,0
LEAVE-5459,PNR-2092,Personal Leave,2025-05-22,2025-05-23,2.0,2025,5,2,Thursday,May,2,Short (2-3 days),0,0,1,0,24.0,5,4.8,0,1,2,2,2024-02-28,449.0,5,Spring,0,0,0
LEAVE-5462,PNR-2093,Maternity/Paternity,2019-10-25,2019-10-27,3.0,2019,10,4,Friday,October,3,Short (2-3 days),0,0,0,1,16.0,3,5.3,0,0,0,3,,,1,Fall,0,0,1
LEAVE-5465,PNR-2093,Maternity/Paternity,2020-02-26,2020-02-28,3.0,2020,2,1,Wednesday,February,3,Short (2-3 days),0,0,0,1,16.0,3,5.3,0,0,0,3,2019-10-27,122.0,2,Winter,0,0,0
LEAVE-5464,PNR-2093,Maternity/Paternity,2024-03-05,2024-03-14,10.0,2024,3,1,Tuesday,March,10,Long (8-14 days),0,0,0,1,16.0,3,5.3,0,0,0,3,2020-02-28,1467.0,3,Spring,0,0,0
LEAVE-5467,PNR-2094,Personal Leave,2018-08-08,2018-08-12,5.0,2018,8,3,Wednesday,August,5,Medium (4-7 days),0,0,1,0,17.0,5,3.4,0,2,1,2,,,1,Summer,0,0,0
