candidateid,positionid,jobtitle,applicationdate,source,stage,dateatstage,application_year,application_month,application_quarter,application_month_name,application_day_of_week,stage_number,is_applied,is_screened,is_interview1,is_interview2,is_offer,is_hired,is_rejected,is_linkedin,is_indeed,is_referral,is_company_website,is_job_fair,days_in_process,applications_per_position,hires_per_position,rejections_per_position,stage_count,furthest_stage,application_season,recruitment_outcome
CAND-1388,POS-32,Operations,2025-10-09,Company Website,Hired,2025-11-07,2025,10,4,October,Thursday,6,0,0,0,0,0,1,0,0,0,0,1,0,29.0,29,3,4,1,6,Fall,Hired
CAND-1374,POS-32,Unknown,2025-10-10,Indeed,Applied,,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,29,3,4,1,1,Fall,In Progress - Early
CAND-1376,POS-32,Operations,2025-10-10,Employee Referral,Interview 1,2025-10-19,2025,10,4,October,Friday,3,0,0,1,0,0,0,0,0,0,1,0,0,9.0,29,3,4,2,3,Fall,In Progress - Advanced
CAND-1376,POS-32,Operations,2025-10-10,Employee Referral,Interview 1,2025-10-19,2025,10,4,October,Friday,3,0,0,1,0,0,0,0,0,0,1,0,0,9.0,29,3,4,2,3,Fall,In Progress - Advanced
CAND-1378,POS-32,Operations,2025-10-10,Indeed,Offer,2025-10-26,2025,10,4,October,Friday,5,0,0,0,0,1,0,0,0,1,0,0,0,16.0,29,3,4,1,5,Fall,Offer Stage
CAND-1379,POS-32,Operations,2025-10-10,Indeed,Hired,2025-10-29,2025,10,4,October,Friday,6,0,0,0,0,0,1,0,0,1,0,0,0,19.0,29,3,4,1,6,Fall,Hired
CAND-1380,POS-32,Operations,2025-10-14,Indeed,Applied,2025-10-14,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,29,3,4,2,1,Fall,In Progress - Early
CAND-1380,POS-32,Operations,2025-10-14,Indeed,Applied,2025-10-14,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,29,3,4,2,1,Fall,In Progress - Early
CAND-1382,POS-32,Unknown,2025-10-14,Job Fair,Rejected,2025-10-24,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,0,0,0,1,10.0,29,3,4,1,7,Fall,Rejected
CAND-1362,POS-32,Operations,2025-10-16,Employee Referral,Unknown,2025-10-16,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,29,3,4,1,0,Fall,Unknown
CAND-1356,POS-32,Operations,2025-10-19,Company Website,Applied,2025-10-19,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,29,3,4,2,1,Fall,In Progress - Early
CAND-1356,POS-32,Operations,2025-10-19,Company Website,Applied,2025-10-19,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,29,3,4,2,1,Fall,In Progress - Early
CAND-1358,POS-32,Unknown,2025-10-19,Employee Referral,Unknown,2025-10-26,2025,10,4,October,Sunday,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,29,3,4,1,0,Fall,Unknown
CAND-1360,POS-32,Operations,2025-10-19,Indeed,Offer,2025-11-04,2025,10,4,October,Sunday,5,0,0,0,0,1,0,0,0,1,0,0,0,16.0,29,3,4,1,5,Fall,Offer Stage
CAND-1361,POS-32,Operations,2025-10-19,Linkedin,Hired,2025-11-06,2025,10,4,October,Sunday,6,0,0,0,0,0,1,0,1,0,0,0,0,18.0,29,3,4,1,6,Fall,Hired
CAND-1345,POS-32,Unknown,2025-10-22,Indeed,Unknown,2025-11-03,2025,10,4,October,Wednesday,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,29,3,4,1,0,Fall,Unknown
CAND-1346,POS-32,Operations,2025-10-22,Company Website,Rejected,2025-11-06,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,0,0,0,1,0,15.0,29,3,4,1,7,Fall,Rejected
CAND-1369,POS-32,Operations,2025-10-23,Unknown,Applied,2025-10-23,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,29,3,4,1,1,Fall,In Progress - Early
CAND-1371,POS-32,Operations,2025-10-23,Company Website,Unknown,2025-11-02,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,29,3,4,1,0,Fall,Unknown
CAND-1373,POS-32,Operations,2025-10-23,Employee Referral,Rejected,,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,29,3,4,1,7,Fall,Rejected
CAND-1353,POS-32,Operations,2025-10-25,Indeed,Unknown,2025-10-25,2025,10,4,October,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,29,3,4,1,0,Fall,Unknown
CAND-13470,POS-320,Qc,2025-09-17,Linkedin,Screened,2025-09-23,2025,9,3,September,Wednesday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,40,2,11,2,2,Fall,In Progress - Early
CAND-13470,POS-320,Qc,2025-09-17,Linkedin,Screened,2025-09-23,2025,9,3,September,Wednesday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,40,2,11,2,2,Fall,In Progress - Early
CAND-13474,POS-320,Qc,2025-09-17,Indeed,Hired,2025-10-19,2025,9,3,September,Wednesday,6,0,0,0,0,0,1,0,0,1,0,0,0,32.0,40,2,11,1,6,Fall,Hired
CAND-13429,POS-320,Qc,2025-09-19,Unknown,Unknown,2025-09-19,2025,9,3,September,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,2,11,1,0,Fall,Unknown
CAND-13438,POS-320,Qc,2025-09-19,Company Website,Rejected,,2025,9,3,September,Friday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,40,2,11,1,7,Fall,Rejected
CAND-13464,POS-320,Unknown,2025-09-19,Linkedin,Applied,2025-09-19,2025,9,3,September,Friday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,40,2,11,1,1,Fall,In Progress - Early
CAND-13466,POS-320,Qc,2025-09-19,Job Fair,Rejected,2025-10-02,2025,9,3,September,Friday,7,0,0,0,0,0,0,1,0,0,0,0,1,13.0,40,2,11,1,7,Fall,Rejected
CAND-13467,POS-320,Qc,2025-09-24,Company Website,Applied,,2025,9,3,September,Wednesday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,40,2,11,1,1,Fall,In Progress - Early
CAND-13431,POS-320,Qc,2025-09-26,Linkedin,Applied,2025-09-26,2025,9,3,September,Friday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,40,2,11,1,1,Fall,In Progress - Early
CAND-13432,POS-320,Qc,2025-09-26,Employee Referral,Rejected,2025-09-28,2025,9,3,September,Friday,7,0,0,0,0,0,0,1,0,0,1,0,0,2.0,40,2,11,1,7,Fall,Rejected
CAND-13440,POS-320,Qc,2025-09-29,Unknown,Unknown,2025-09-29,2025,9,3,September,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,2,11,1,0,Fall,Unknown
CAND-13441,POS-320,Qc,2025-09-29,Indeed,Screened,2025-10-01,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,1,0,0,0,2.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13442,POS-320,Unknown,2025-09-29,Company Website,Unknown,2025-10-08,2025,9,3,September,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,40,2,11,1,0,Fall,Unknown
CAND-13475,POS-320,Unknown,2025-10-02,Indeed,Applied,2025-10-02,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,40,2,11,1,1,Fall,In Progress - Early
CAND-13476,POS-320,Qc,2025-10-02,Employee Referral,Screened,2025-10-08,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,1,0,0,6.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13477,POS-320,Qc,2025-10-02,Employee Referral,Interview 1,2025-10-11,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,1,0,0,9.0,40,2,11,1,3,Fall,In Progress - Advanced
CAND-13478,POS-320,Qc,2025-10-02,Company Website,Interview 2,,2025,10,4,October,Thursday,4,0,0,0,1,0,0,0,0,0,0,1,0,0.0,40,2,11,1,4,Fall,In Progress - Advanced
CAND-13479,POS-320,Qc,2025-10-02,Employee Referral,Offer,,2025,10,4,October,Thursday,5,0,0,0,0,1,0,0,0,0,1,0,0,0.0,40,2,11,1,5,Fall,Offer Stage
CAND-13480,POS-320,Qc,2025-10-02,Linkedin,Hired,,2025,10,4,October,Thursday,6,0,0,0,0,0,1,0,1,0,0,0,0,0.0,40,2,11,1,6,Fall,Hired
CAND-13446,POS-320,Qc,2025-10-15,Company Website,Unknown,2025-10-23,2025,10,4,October,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,40,2,11,1,0,Fall,Unknown
CAND-13447,POS-320,Qc,2025-10-15,Company Website,Rejected,2025-10-25,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,0,0,0,1,0,10.0,40,2,11,1,7,Fall,Rejected
CAND-13439,POS-320,Unknown,2025-10-16,Job Fair,Rejected,2025-10-16,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,1,0.0,40,2,11,1,7,Fall,Rejected
CAND-13450,POS-320,Qc,2025-10-16,Indeed,Screened,2025-10-23,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,1,0,0,0,7.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13451,POS-320,Qc,2025-10-16,Indeed,Rejected,2025-10-26,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,1,0,0,0,10.0,40,2,11,2,7,Fall,Rejected
CAND-13451,POS-320,Qc,2025-10-16,Indeed,Rejected,2025-10-26,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,1,0,0,0,10.0,40,2,11,2,7,Fall,Rejected
CAND-13459,POS-320,Qc,2025-10-16,Company Website,Applied,2025-10-16,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,40,2,11,1,1,Fall,In Progress - Early
CAND-13460,POS-320,Qc,2025-10-16,Job Fair,Screened,2025-10-20,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13461,POS-320,Qc,2025-10-16,Employee Referral,Interview 1,2025-10-27,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,1,0,0,11.0,40,2,11,2,3,Fall,In Progress - Advanced
CAND-13461,POS-320,Qc,2025-10-16,Employee Referral,Interview 1,2025-10-27,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,1,0,0,11.0,40,2,11,2,3,Fall,In Progress - Advanced
CAND-13463,POS-320,Qc,2025-10-16,Unknown,Rejected,2025-11-07,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,0,22.0,40,2,11,1,7,Fall,Rejected
CAND-13448,POS-320,Qc,2025-10-17,Job Fair,Unknown,2025-10-17,2025,10,4,October,Friday,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,40,2,11,1,0,Fall,Unknown
CAND-13482,POS-320,Qc,2025-10-18,Unknown,Screened,2025-10-23,2025,10,4,October,Saturday,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13484,POS-320,Qc,2025-10-18,Job Fair,Interview 2,2025-11-03,2025,10,4,October,Saturday,4,0,0,0,1,0,0,0,0,0,0,0,1,16.0,40,2,11,1,4,Fall,In Progress - Advanced
CAND-13485,POS-320,Unknown,2025-10-18,Company Website,Rejected,2025-11-09,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,0,0,1,0,22.0,40,2,11,2,7,Fall,Rejected
CAND-13485,POS-320,Qc,2025-10-18,Company Website,Rejected,2025-11-09,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,0,0,1,0,22.0,40,2,11,2,7,Fall,Rejected
CAND-13453,POS-320,Unknown,2025-10-19,Unknown,Unknown,2025-10-26,2025,10,4,October,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,40,2,11,1,0,Fall,Unknown
CAND-13455,POS-320,Qc,2025-10-19,Indeed,Interview 2,2025-11-05,2025,10,4,October,Sunday,4,0,0,0,1,0,0,0,0,1,0,0,0,17.0,40,2,11,2,4,Fall,In Progress - Advanced
CAND-13455,POS-320,Qc,2025-10-19,Indeed,Interview 2,2025-11-05,2025,10,4,October,Sunday,4,0,0,0,1,0,0,0,0,1,0,0,0,17.0,40,2,11,2,4,Fall,In Progress - Advanced
CAND-13434,POS-320,Unknown,2025-10-23,Unknown,Screened,2025-10-29,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,0,6.0,40,2,11,1,2,Fall,In Progress - Early
CAND-13435,POS-320,Qc,2025-10-23,Job Fair,Rejected,2025-10-31,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,1,8.0,40,2,11,1,7,Fall,Rejected
CAND-13528,POS-321,Operations,2025-09-01,Linkedin,Rejected,2025-09-01,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,43,2,9,1,7,Fall,Rejected
CAND-13546,POS-321,Operations,2025-09-03,Employee Referral,Rejected,2025-09-03,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,43,2,9,1,7,Fall,Rejected
CAND-13529,POS-321,Operations,2025-09-08,Employee Referral,Rejected,2025-09-08,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,43,2,9,1,7,Fall,Rejected
CAND-13491,POS-321,Operations,2025-09-11,Unknown,Applied,2025-09-11,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13492,POS-321,Operations,2025-09-11,Unknown,Unknown,2025-09-17,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,43,2,9,1,0,Fall,Unknown
CAND-13493,POS-321,Operations,2025-09-11,Unknown,Interview 1,2025-09-21,2025,9,3,September,Thursday,3,0,0,1,0,0,0,0,0,0,0,0,0,10.0,43,2,9,1,3,Fall,In Progress - Advanced
CAND-13494,POS-321,Operations,2025-09-11,Linkedin,Interview 2,2025-09-26,2025,9,3,September,Thursday,4,0,0,0,1,0,0,0,1,0,0,0,0,15.0,43,2,9,1,4,Fall,In Progress - Advanced
CAND-13496,POS-321,Unknown,2025-09-11,Company Website,Hired,2025-10-08,2025,9,3,September,Thursday,6,0,0,0,0,0,1,0,0,0,0,1,0,27.0,43,2,9,1,6,Fall,Hired
CAND-13521,POS-321,Operations,2025-09-11,Employee Referral,Applied,2025-09-11,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13522,POS-321,Operations,2025-09-11,Indeed,Screened,2025-09-15,2025,9,3,September,Thursday,2,0,1,0,0,0,0,0,0,1,0,0,0,4.0,43,2,9,1,2,Fall,In Progress - Early
CAND-13523,POS-321,Operations,2025-09-11,Job Fair,Interview 1,,2025,9,3,September,Thursday,3,0,0,1,0,0,0,0,0,0,0,0,1,0.0,43,2,9,1,3,Fall,In Progress - Advanced
CAND-13524,POS-321,Operations,2025-09-11,Indeed,Interview 2,2025-09-22,2025,9,3,September,Thursday,4,0,0,0,1,0,0,0,0,1,0,0,0,11.0,43,2,9,1,4,Fall,In Progress - Advanced
CAND-13525,POS-321,Unknown,2025-09-11,Indeed,Offer,2025-09-27,2025,9,3,September,Thursday,5,0,0,0,0,1,0,0,0,1,0,0,0,16.0,43,2,9,1,5,Fall,Offer Stage
CAND-13526,POS-321,Operations,2025-09-11,Employee Referral,Unknown,2025-10-02,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,43,2,9,1,0,Fall,Unknown
CAND-13487,POS-321,Operations,2025-09-17,Unknown,Applied,2025-09-17,2025,9,3,September,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13488,POS-321,Unknown,2025-09-17,Job Fair,Screened,2025-09-20,2025,9,3,September,Wednesday,2,0,1,0,0,0,0,0,0,0,0,0,1,3.0,43,2,9,1,2,Fall,In Progress - Early
CAND-13490,POS-321,Operations,2025-09-17,Indeed,Rejected,,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,43,2,9,1,7,Fall,Rejected
CAND-13518,POS-321,Operations,2025-09-17,Indeed,Interview 2,2025-09-28,2025,9,3,September,Wednesday,4,0,0,0,1,0,0,0,0,1,0,0,0,11.0,43,2,9,1,4,Fall,In Progress - Advanced
CAND-13519,POS-321,Operations,2025-09-17,Linkedin,Offer,2025-09-30,2025,9,3,September,Wednesday,5,0,0,0,0,1,0,0,1,0,0,0,0,13.0,43,2,9,1,5,Fall,Offer Stage
CAND-13547,POS-321,Operations,2025-09-17,Unknown,Applied,2025-09-17,2025,9,3,September,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13549,POS-321,Operations,2025-09-17,Linkedin,Rejected,2025-09-28,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,11.0,43,2,9,1,7,Fall,Rejected
CAND-13531,POS-321,Operations,2025-10-01,Company Website,Rejected,2025-10-04,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,0,0,0,1,0,3.0,43,2,9,1,7,Fall,Rejected
CAND-13532,POS-321,Operations,2025-10-01,Employee Referral,Applied,2025-10-01,2025,10,4,October,Wednesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13534,POS-321,Operations,2025-10-01,Job Fair,Interview 1,2025-10-09,2025,10,4,October,Wednesday,3,0,0,1,0,0,0,0,0,0,0,0,1,8.0,43,2,9,1,3,Fall,In Progress - Advanced
CAND-13535,POS-321,Operations,2025-10-01,Linkedin,Interview 2,,2025,10,4,October,Wednesday,4,0,0,0,1,0,0,0,1,0,0,0,0,0.0,43,2,9,2,4,Fall,In Progress - Advanced
CAND-13535,POS-321,Operations,2025-10-01,Linkedin,Interview 2,2025-10-12,2025,10,4,October,Wednesday,4,0,0,0,1,0,0,0,1,0,0,0,0,11.0,43,2,9,2,4,Fall,In Progress - Advanced
CAND-13537,POS-321,Operations,2025-10-01,Linkedin,Unknown,2025-10-17,2025,10,4,October,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,43,2,9,2,6,Fall,Unknown
CAND-13537,POS-321,Operations,2025-10-01,Linkedin,Hired,2025-10-17,2025,10,4,October,Wednesday,6,0,0,0,0,0,1,0,1,0,0,0,0,16.0,43,2,9,2,6,Fall,Hired
CAND-13509,POS-321,Operations,2025-10-02,Indeed,Applied,2025-10-02,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13510,POS-321,Unknown,2025-10-02,Company Website,Screened,2025-10-04,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,1,0,2.0,43,2,9,1,2,Fall,In Progress - Early
CAND-13511,POS-321,Operations,2025-10-02,Unknown,Interview 1,2025-10-09,2025,10,4,October,Thursday,3,0,0,1,0,0,0,0,0,0,0,0,0,7.0,43,2,9,1,3,Fall,In Progress - Advanced
CAND-13512,POS-321,Operations,2025-10-02,Job Fair,Rejected,2025-10-16,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,1,14.0,43,2,9,1,7,Fall,Rejected
CAND-13538,POS-321,Operations,2025-10-07,Employee Referral,Applied,2025-10-07,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13541,POS-321,Operations,2025-10-07,Linkedin,Interview 2,2025-10-17,2025,10,4,October,Tuesday,4,0,0,0,1,0,0,0,1,0,0,0,0,10.0,43,2,9,1,4,Fall,In Progress - Advanced
CAND-13513,POS-321,Operations,2025-10-13,Company Website,Applied,2025-10-13,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13505,POS-321,Operations,2025-10-15,Company Website,Screened,2025-10-17,2025,10,4,October,Wednesday,2,0,1,0,0,0,0,0,0,0,0,1,0,2.0,43,2,9,1,2,Fall,In Progress - Early
CAND-13508,POS-321,Unknown,2025-10-15,Job Fair,Rejected,,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,0,0,0,0,1,0.0,43,2,9,1,7,Fall,Rejected
CAND-13498,POS-321,Operations,2025-10-16,Unknown,Unknown,2025-10-16,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,43,2,9,1,0,Fall,Unknown
CAND-13499,POS-321,Operations,2025-10-16,Unknown,Screened,,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,43,2,9,2,2,Fall,In Progress - Early
CAND-13499,POS-321,Operations,2025-10-16,Linkedin,Screened,2025-10-20,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,1,0,0,0,0,4.0,43,2,9,2,2,Fall,In Progress - Early
CAND-13502,POS-321,Operations,2025-10-16,Employee Referral,Offer,2025-11-07,2025,10,4,October,Thursday,5,0,0,0,0,1,0,0,0,0,1,0,0,22.0,43,2,9,1,5,Fall,Offer Stage
CAND-13527,POS-321,Unknown,2025-10-17,Linkedin,Rejected,2025-10-17,2025,10,4,October,Friday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,43,2,9,1,7,Fall,Rejected
CAND-13544,POS-321,Operations,2025-10-21,Indeed,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,43,2,9,1,1,Fall,In Progress - Early
CAND-13550,POS-322,Research,2025-07-15,Job Fair,Applied,2025-07-15,2025,7,3,July,Tuesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,29,1,12,1,1,Summer,In Progress - Early
CAND-13551,POS-322,Research,2025-07-15,Employee Referral,Screened,2025-07-18,2025,7,3,July,Tuesday,2,0,1,0,0,0,0,0,0,0,1,0,0,3.0,29,1,12,1,2,Summer,In Progress - Early
CAND-13552,POS-322,Research,2025-07-15,Indeed,Interview 1,2025-07-23,2025,7,3,July,Tuesday,3,0,0,1,0,0,0,0,0,1,0,0,0,8.0,29,1,12,1,3,Summer,In Progress - Advanced
CAND-13553,POS-322,Research,2025-07-15,Linkedin,Unknown,2025-07-29,2025,7,3,July,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,29,1,12,1,0,Summer,Unknown
CAND-13554,POS-322,Research,2025-07-15,Linkedin,Offer,2025-08-02,2025,7,3,July,Tuesday,5,0,0,0,0,1,0,0,1,0,0,0,0,18.0,29,1,12,2,5,Summer,Offer Stage
CAND-13554,POS-322,Research,2025-07-15,Linkedin,Offer,2025-08-02,2025,7,3,July,Tuesday,5,0,0,0,0,1,0,0,1,0,0,0,0,18.0,29,1,12,2,5,Summer,Offer Stage
CAND-13567,POS-322,Research,2025-07-28,Company Website,Screened,2025-08-04,2025,7,3,July,Monday,2,0,1,0,0,0,0,0,0,0,0,1,0,7.0,29,1,12,1,2,Summer,In Progress - Early
CAND-13568,POS-322,Research,2025-07-28,Company Website,Interview 1,2025-08-06,2025,7,3,July,Monday,3,0,0,1,0,0,0,0,0,0,0,1,0,9.0,29,1,12,1,3,Summer,In Progress - Advanced
CAND-13571,POS-322,Research,2025-07-28,Employee Referral,Hired,2025-08-22,2025,7,3,July,Monday,6,0,0,0,0,0,1,0,0,0,1,0,0,25.0,29,1,12,1,6,Summer,Hired
CAND-13565,POS-322,Research,2025-08-14,Company Website,Rejected,2025-08-14,2025,8,3,August,Thursday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,29,1,12,2,7,Summer,Rejected
CAND-13565,POS-322,Research,2025-08-14,Company Website,Rejected,2025-08-14,2025,8,3,August,Thursday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,29,1,12,2,7,Summer,Rejected
CAND-13561,POS-322,Research,2025-08-19,Employee Referral,Interview 1,2025-08-24,2025,8,3,August,Tuesday,3,0,0,1,0,0,0,0,0,0,1,0,0,5.0,29,1,12,1,3,Summer,In Progress - Advanced
CAND-13562,POS-322,Research,2025-08-19,Job Fair,Interview 2,2025-08-29,2025,8,3,August,Tuesday,4,0,0,0,1,0,0,0,0,0,0,0,1,10.0,29,1,12,1,4,Summer,In Progress - Advanced
CAND-13563,POS-322,Research,2025-08-19,Employee Referral,Rejected,2025-09-03,2025,8,3,August,Tuesday,7,0,0,0,0,0,0,1,0,0,1,0,0,15.0,29,1,12,2,7,Summer,Rejected
CAND-13563,POS-322,Research,2025-08-19,Employee Referral,Rejected,2025-09-03,2025,8,3,August,Tuesday,7,0,0,0,0,0,0,1,0,0,1,0,0,15.0,29,1,12,2,7,Summer,Rejected
CAND-13576,POS-322,Research,2025-08-20,Job Fair,Applied,2025-08-20,2025,8,3,August,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,29,1,12,1,1,Summer,In Progress - Early
CAND-13578,POS-322,Research,2025-08-20,Linkedin,Rejected,2025-08-28,2025,8,3,August,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,8.0,29,1,12,1,7,Summer,Rejected
CAND-13572,POS-322,Research,2025-09-20,Unknown,Rejected,2025-09-20,2025,9,3,September,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,0,0.0,29,1,12,2,7,Fall,Rejected
CAND-13572,POS-322,Research,2025-09-20,Job Fair,Rejected,2025-09-20,2025,9,3,September,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,1,0.0,29,1,12,2,7,Fall,Rejected
CAND-13579,POS-322,Research,2025-09-27,Job Fair,Rejected,2025-09-27,2025,9,3,September,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,1,0.0,29,1,12,1,7,Fall,Rejected
CAND-13575,POS-322,Research,2025-09-30,Indeed,Rejected,2025-09-30,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,29,1,12,1,7,Fall,Rejected
CAND-13556,POS-322,Research,2025-10-13,Linkedin,Applied,2025-10-13,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,29,1,12,2,1,Fall,In Progress - Early
CAND-13556,POS-322,Research,2025-10-13,Linkedin,Applied,2025-10-13,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,29,1,12,2,1,Fall,In Progress - Early
CAND-13558,POS-322,Research,2025-10-13,Unknown,Rejected,2025-10-21,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,0,0,0,0,0,8.0,29,1,12,2,7,Fall,Rejected
CAND-13558,POS-322,Research,2025-10-13,Linkedin,Rejected,2025-10-21,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,1,0,0,0,0,8.0,29,1,12,2,7,Fall,Rejected
CAND-13580,POS-322,Research,2025-10-19,Company Website,Applied,,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,29,1,12,1,1,Fall,In Progress - Early
CAND-13581,POS-322,Research,2025-10-19,Job Fair,Screened,2025-10-25,2025,10,4,October,Sunday,2,0,1,0,0,0,0,0,0,0,0,0,1,6.0,29,1,12,1,2,Fall,In Progress - Early
