LeaveID,EmployeeID,LeaveType,StartDate,EndDate,Days
"LEAVE-4128","PNR-1826","Personal Leave","2020-11-17","2020-11-19","3"
"LEAVE-4129","PNR-1826","Personal Leave","2023-02-08","2023-02-08","1"
"LEAVE-4130","PNR-1826","Personal Leave","2018-04-14","2018-04-15","2"
"LEAVE-4131","PNR-1827","Vacation","2024-09-02","2024-09-02","1"
"LEAVE-4132","PNR-1827","Sick Leave",""," 2023-02-21 ","2"
"LEAVE-4133","PNR-1827","Sick Leave","2022-08-23","2022-09-01","10"
"LEAVE-4134","PNR-1827","Maternity/Paternity","2024-09-04","2024-09-04","1"
"LEAVE-4135","PNR-1827","Personal Leave","2023-02-21","2023-02-21","1"
"LEAVE-4136","PNR-1828","Vacation","2025-10-15","2025-10-17","3"
"LEAVE-4137","PNR-1828"," Personal Leave ","2020-11-22","2020-12-01","10"
"LEAVE-4138","PNR-1828","Vacation","2023-04-09","2023-04-13","5"
"LEAVE-4139","PNR-1828","Vacation","2025-05-11","2025-05-12","2"
"LEAVE-4140","PNR-1828","Maternity/Paternity","2023-02-05","2023-02-14","10"
"LEAVE-4141","PNR-1829","Vacation","2019-06-02","2019-06-04","3"
"LEAVE-4142","PNR-1829","Sick Leave","2023-03-09","2023-03-09","1"
"LEAVE-4143","PNR-1829","Vacation","2018-09-22","2018-09-23","2"
"LEAVE-4144","PNR-1829"," Sick Leave ","2024-02-19","2024-02-21","3"
"LEAVE-4145","PNR-1829","Vacation","#N/A","2022-04-20","2"
"LEAVE-4146","PNR-1830","Vacation"," 2022-08-19 ","2022-08-28","10"
"LEAVE-4147","PNR-1830","Personal Leave","2019-11-24","2019-11-25","2"
"LEAVE-4148","PNR-1830"," Sick Leave ","2021-01-28","2021-01-28","1"
"LEAVE-4149","PNR-1830","Vacation","2018-02-15","2018-02-15","1"
"LEAVE-4150","PNR-1830","Vacation","2021-07-29","2021-08-02","5"
"LEAVE-4151","PNR-1831"," Personal Leave ","2018-03-26","2018-03-28","3"
"LEAVE-4152","PNR-1831","Personal Leave","2019-12-09","2019-12-11","3"
"LEAVE-4153","PNR-1831","Sick Leave","2024-11-02","2024-11-02","1"
"LEAVE-4154","PNR-1831","Maternity/Paternity","2018-12-18"," 2018-12-27 ","10"
"LEAVE-4155","PNR-1831","Personal Leave","2021-01-06","2021-01-08","3"
"LEAVE-4156","PNR-1832","Sick Leave","2020-09-02","2020-09-06","5"
"LEAVE-4157","PNR-1832","#N/A","2020-06-10","2020-06-14","5"
"LEAVE-4158","","Maternity/Paternity","2020-10-09","2020-10-10","2"
" LEAVE-4159 ","","Vacation","2020-03-01","2020-03-03","3"
"LEAVE-4159","PNR-1832","Vacation","2020-03-01","2020-03-03","3"
"LEAVE-4160","PNR-1832","Maternity/Paternity","2023-08-09","2023-08-11","3"
"LEAVE-4162","PNR-1833","Vacation","2023-03-29","2023-03-31","3"
"LEAVE-4163"," PNR-1833 ","Vacation","2025-08-07","2025-08-08","2"
"LEAVE-4164","PNR-1833","Personal Leave","2023-08-25","2023-08-25","1"
"LEAVE-4165","PNR-1833","Vacation","2025-01-27","2025-01-29","3"
" LEAVE-4166 ","#N/A","Vacation","2023-01-02","2023-01-11",""
"LEAVE-4167","PNR-1834","Vacation","2019-10-04"," 2019-10-04 ","1"
"#N/A","PNR-1834"," Maternity/Paternity ","#N/A","2019-05-26","2"
"LEAVE-4169","PNR-1834","Vacation","2019-10-08","2019-10-09",""
"LEAVE-4170","PNR-1834","Vacation","2018-10-17"," 2018-10-18 ","2"
"LEAVE-4171","PNR-1835","Personal Leave","2021-11-19","2021-11-19","1"
"LEAVE-4172","PNR-1835","","2020-03-11","2020-03-15","5"
"LEAVE-4173","PNR-1835","Sick Leave","2025-01-06","","5"
"","PNR-1835","Sick Leave","2019-05-22","2019-05-26","5"
"LEAVE-4175","PNR-1835","Sick Leave","2021-02-27","2021-02-27","1"
"LEAVE-4176","PNR-1836","Personal Leave","2025-01-09","2025-01-13","5"
"LEAVE-4177","PNR-1836","Vacation","2020-08-31","2020-09-04","5"
"LEAVE-4178","PNR-1836","Vacation","2019-05-27","2019-05-27","1"
"LEAVE-4179","PNR-1836","Vacation","2020-04-10","2020-04-12","3"
"LEAVE-4180","PNR-1836"," Sick Leave ","2018-03-11","2018-03-13","3"
"LEAVE-4181","PNR-1837","Maternity/Paternity","2021-10-18","2021-10-19","2"
"LEAVE-4182","PNR-1837","Sick Leave","2022-12-10","","1"
"LEAVE-4183","PNR-1837","Maternity/Paternity","2019-02-22","2019-02-22","1"
"LEAVE-4184","PNR-1837"," Maternity/Paternity ","2018-07-07","2018-07-07","1"
"LEAVE-4185","PNR-1837","Vacation","2018-08-03","2018-08-07","5"
"LEAVE-4186","PNR-1838","Maternity/Paternity","2018-10-04","2018-10-04","1"
"LEAVE-4187","PNR-1838","Maternity/Paternity","2020-03-10","2020-03-11","2"
"LEAVE-4188","PNR-1838","Personal Leave","2023-03-04","#N/A","1"
"LEAVE-4189","PNR-1838","Vacation","2023-07-21","2023-07-30","10"
"LEAVE-4190","PNR-1838","Sick Leave","2022-05-11","2022-05-11",""
"LEAVE-4191","PNR-1839","Vacation","2021-11-10","2021-11-11","2"
"LEAVE-4192","PNR-1839","Personal Leave","2021-07-18","2021-07-18","1"
"LEAVE-4193","PNR-1839","Vacation","2018-10-07","2018-10-09","3"
"LEAVE-4194","PNR-1839","Personal Leave","2024-08-27","2024-09-05","10"
"LEAVE-4195","PNR-1839","Maternity/Paternity","2021-07-25","2021-07-25","1"
"LEAVE-4196","PNR-1840","Sick Leave","2025-10-02","2025-10-11","10"
"LEAVE-4197","PNR-1840","Vacation","2019-06-20","2019-06-22","3"
"LEAVE-4198","PNR-1840","Personal Leave","2025-10-13","2025-10-14","2"
"LEAVE-4199","PNR-1840","Personal Leave","2020-08-30","2020-08-30","1"
"LEAVE-4200","PNR-1840","Vacation","2019-10-13","2019-10-22","10"
"LEAVE-4201","PNR-1841"," Vacation ","2020-10-14","2020-10-18","5"
"LEAVE-4202","PNR-1841","Personal Leave","","2019-08-04","5"
"LEAVE-4203","PNR-1841"," Personal Leave ","2018-08-11","2018-08-20","10"
"LEAVE-4204","PNR-1841","Maternity/Paternity","2020-07-23","2020-07-25","3"
"LEAVE-4205","PNR-1841","Personal Leave","2022-03-19","2022-03-21","3"
"LEAVE-4206","PNR-1842","Personal Leave"," 2025-07-18 ","2025-07-22","5"
"LEAVE-4207","PNR-1842","Personal Leave","2019-08-17","2019-08-21","5"
"LEAVE-4208","PNR-1842","Maternity/Paternity","2019-08-28","2019-09-06","10"
" LEAVE-4209 ","PNR-1842","Personal Leave","2021-02-03","2021-02-07",""
"LEAVE-4210","PNR-1842","Maternity/Paternity","2021-01-05","2021-01-09","5"
"LEAVE-4211","PNR-1843","Vacation","2018-02-01","2018-02-02","2"
"LEAVE-4212","PNR-1843","Vacation","2018-07-31","2018-07-31","1"
"LEAVE-4213","PNR-1843","","2023-10-22","2023-10-22","1"
"LEAVE-4214","PNR-1843","Personal Leave","2020-07-06"," 2020-07-15 ","10"
"LEAVE-4215","PNR-1843","Maternity/Paternity","2024-11-10"," 2024-11-19 ","10"
"LEAVE-4216","PNR-1844","Personal Leave","2022-03-26","","5"
"LEAVE-4217","PNR-1844"," Maternity/Paternity ","2019-11-26","2019-11-27","2"
" LEAVE-4218 ","PNR-1844","Sick Leave","2024-04-02","2024-04-04","3"
"LEAVE-4219","PNR-1844","Vacation","","2022-08-02","10"
"LEAVE-4220","PNR-1844","Sick Leave","2021-09-23","2021-09-27","5"
"LEAVE-4221","PNR-1845","Vacation"," 2024-10-25 ","2024-11-03","10"
"LEAVE-4222","PNR-1845","Vacation","2023-07-29","2023-07-29","1"
" LEAVE-4223 ","PNR-1845","Maternity/Paternity","2019-06-04","2019-06-08","5"
"LEAVE-4224","PNR-1845","Sick Leave","2021-05-11","2021-05-12",""
"LEAVE-4225","PNR-1845","Personal Leave","","2019-01-02","1"
"LEAVE-4226","PNR-1846","Vacation","2023-03-05","2023-03-06","2"
"LEAVE-4227","PNR-1846","Personal Leave","2023-04-07","2023-04-11","5"
"LEAVE-4228","PNR-1846","Maternity/Paternity","2021-08-22","2021-08-24","3"
"LEAVE-4229","PNR-1846","Sick Leave","2019-07-26","2019-07-28","3"
" LEAVE-4230 ","PNR-1846","Maternity/Paternity","2023-09-26","2023-09-26","1"
"LEAVE-4231","PNR-1847","Personal Leave","2024-12-25","2024-12-29","5"
"LEAVE-4231","PNR-1847","Personal Leave","2024-12-25","2024-12-29","5"
"LEAVE-4233","PNR-1847","Maternity/Paternity","2022-04-10","2022-04-11","2"
"LEAVE-4234","PNR-1847","Sick Leave","2020-01-02","","10"
"LEAVE-4235","PNR-1847","Maternity/Paternity","2021-11-01","2021-11-03","3"
"LEAVE-4236","PNR-1848"," Sick Leave ","2018-10-03","2018-10-03","1"
"LEAVE-4237","PNR-1848","Maternity/Paternity","2019-03-22","2019-03-22","1"
"LEAVE-4238","PNR-1848","Personal Leave","2020-01-11","2020-01-13","3"
"","PNR-1848","Sick Leave","2023-10-12","2023-10-13","2"
"LEAVE-4240","PNR-1848","Maternity/Paternity","2025-01-28","2025-02-06","10"
"LEAVE-4241","PNR-1849","Sick Leave","2020-05-14","2020-05-15","2"
"LEAVE-4242","PNR-1849","Personal Leave","2025-07-24","2025-07-24","1"
"LEAVE-4243","PNR-1849","Maternity/Paternity","2024-04-24","2024-04-26","3"
"LEAVE-4244","","Maternity/Paternity","2020-11-30","2020-12-09","10"
"LEAVE-4245","PNR-1849","Vacation","2020-10-01","2020-10-01","1"
"LEAVE-4246","PNR-1850","Sick Leave","2021-04-13","2021-04-22","10"
"LEAVE-4247","PNR-1850","Sick Leave","2018-10-23","2018-11-01","10"
"LEAVE-4248","PNR-1850","Sick Leave","2021-07-26","2021-07-27","2"
"LEAVE-4249","PNR-1850","Maternity/Paternity","2022-09-27","2022-09-28","2"
"LEAVE-4250","PNR-1850","Vacation","#N/A","2021-01-29","5"
"LEAVE-4251","PNR-1851","Personal Leave","2022-03-23","2022-03-25","3"
"LEAVE-4252","PNR-1851","Sick Leave","2022-03-19","","10"
"LEAVE-4253"," PNR-1851 ","Personal Leave","2020-04-06","2020-04-06","1"
"LEAVE-4254","PNR-1851","Sick Leave","2022-05-12","2022-05-14","3"
"LEAVE-4255","PNR-1851","Maternity/Paternity","2024-08-14","2024-08-16","3"
"LEAVE-4256","PNR-1852","Maternity/Paternity","2023-06-24","2023-06-26","3"
"LEAVE-4257","PNR-1852","Sick Leave","2021-11-07","2021-11-08","2"
"LEAVE-4258","PNR-1852","Vacation","2025-07-31"," 2025-08-02 ","3"
"LEAVE-4259"," PNR-1852 ","Sick Leave","2020-06-05","2020-06-14","10"
"LEAVE-4260"," PNR-1852 ","Maternity/Paternity","","2023-04-06","3"
"LEAVE-4261","PNR-1853","Maternity/Paternity","2021-08-17","2021-08-17","1"
"LEAVE-4262","PNR-1853","","2025-08-24","2025-09-02","10"
"#N/A","PNR-1853","Vacation","2023-06-20","2023-06-29","10"
"LEAVE-4264","PNR-1853","Maternity/Paternity","2021-11-16","2021-11-20","5"
"LEAVE-4265","PNR-1853","Sick Leave","2025-10-21","2025-10-23","3"
"LEAVE-4266","PNR-1854","Sick Leave","2022-11-17","2022-11-18","2"
"LEAVE-4267","","Sick Leave","2022-06-04","2022-06-13","10"
"LEAVE-4268","PNR-1854"," Vacation ","2022-05-27","2022-06-05","10"
"LEAVE-4269","PNR-1854","Sick Leave","2024-11-03","2024-11-03","1"
"LEAVE-4270","PNR-1854","Vacation","2020-04-06","2020-04-10",""
"LEAVE-4271","PNR-1855","Maternity/Paternity","2021-03-27","2021-03-29","3"
" LEAVE-4272 ","PNR-1855","Vacation","2025-01-08","2025-01-09","2"
"LEAVE-4273","PNR-1855","Sick Leave","2022-10-05","2022-10-05","1"
"LEAVE-4274","PNR-1855","Vacation","2021-10-19","2021-10-21","3"
"LEAVE-4275","PNR-1855","Maternity/Paternity","2018-02-25","2018-02-27","3"
"LEAVE-4276","PNR-1856","Maternity/Paternity","2025-04-18","2025-04-22","5"
"LEAVE-4277","PNR-1856","Personal Leave","2023-07-18","2023-07-27","10"
"LEAVE-4278","","Personal Leave","2024-05-06","2024-05-15","10"
"LEAVE-4279","PNR-1856","Sick Leave","2019-04-09","2019-04-10","2"
"LEAVE-4280","PNR-1856","Sick Leave","2020-12-15","2020-12-17","3"
"LEAVE-4281","PNR-1857","Maternity/Paternity","2024-05-21","2024-05-23","3"
"LEAVE-4282"," PNR-1857 ","Maternity/Paternity","2024-11-25","2024-11-25",""
"LEAVE-4283"," PNR-1857 ","","2020-08-29","2020-08-29","1"
"LEAVE-4284"," PNR-1857 ","Vacation"," 2025-07-13 ","2025-07-14","2"
"LEAVE-4285","PNR-1857","Maternity/Paternity","2023-09-08","2023-09-10","3"
"LEAVE-4286","PNR-1858","Sick Leave","2024-11-30","2024-12-09","10"
"LEAVE-4287","PNR-1858","Sick Leave","2020-04-23","2020-04-27","5"
" LEAVE-4288 ","PNR-1858","Personal Leave","2024-01-26"," 2024-01-26 ","1"
"LEAVE-4289","PNR-1858","Vacation","2022-04-15","2022-04-24","10"
" LEAVE-4290 ","PNR-1858","Personal Leave","2022-04-13","#N/A","5"
"LEAVE-4291","PNR-1859","Sick Leave","2021-10-22","2021-10-26","5"
"LEAVE-4292","PNR-1859","Personal Leave","2025-09-16","2025-09-25","10"
"LEAVE-4293","PNR-1859","#N/A","2019-07-12","2019-07-14","3"
"LEAVE-4294","PNR-1859","Sick Leave","2023-01-22"," 2023-01-26 ","5"
"LEAVE-4295","PNR-1859","Maternity/Paternity","2025-05-11","2025-05-13","3"
"LEAVE-4296","PNR-1860","","2019-04-21","2019-04-23","3"
" LEAVE-4297 ","PNR-1860","Vacation","2018-02-02","2018-02-02","1"
"LEAVE-4298","PNR-1860","Maternity/Paternity","2022-12-22","2022-12-26","5"
"LEAVE-4299","PNR-1860","Personal Leave","2021-08-01","2021-08-01","1"
"LEAVE-4300","PNR-1860","Maternity/Paternity"," 2022-01-26 ","2022-01-30","5"
"LEAVE-4301","PNR-1861","Sick Leave"," 2021-06-04 ","2021-06-08","5"
"LEAVE-4302","PNR-1861","Maternity/Paternity","2022-08-07","2022-08-08","2"
"LEAVE-4303","PNR-1861","Personal Leave","2024-06-19","2024-06-21","3"
"LEAVE-4304","PNR-1861","Vacation","2025-07-06","2025-07-08","3"
"LEAVE-4305","","Personal Leave","2018-10-15","2018-10-19","5"
"LEAVE-4305","PNR-1861","Personal Leave","2018-10-15","2018-10-19","5"
"","PNR-1862","Personal Leave","2023-11-06","2023-11-06","1"
"LEAVE-4308","PNR-1862","Sick Leave","2024-09-06","2024-09-10","5"
"LEAVE-4308","PNR-1862","Sick Leave","2024-09-06","2024-09-10","5"
"LEAVE-4310","PNR-1862","Maternity/Paternity","2022-09-07","2022-09-07","1"
"LEAVE-4311","PNR-1863","Vacation","2021-09-21","#N/A","2"
"LEAVE-4312","PNR-1863","Personal Leave","2021-02-21","2021-03-02","10"
"LEAVE-4313","PNR-1863","Vacation","2020-05-22","2020-05-26","5"
"LEAVE-4314","PNR-1863","Vacation","2022-02-27","2022-02-28","2"
"LEAVE-4315","PNR-1863","Personal Leave","2023-01-02","2023-01-11","10"
"LEAVE-4316","","Vacation","2018-02-01","2018-02-01","1"
"LEAVE-4317","PNR-1864","Personal Leave","2018-11-08","2018-11-10","3"
"LEAVE-4317","PNR-1864","Personal Leave","2018-11-08","2018-11-10","3"
"LEAVE-4319","PNR-1864","Vacation","2022-06-27","2022-07-06","10"
"LEAVE-4320","PNR-1864","","#N/A","2022-03-21","1"
"LEAVE-4321","PNR-1865","Sick Leave","2023-07-09","2023-07-10","2"
"LEAVE-4322","PNR-1865","Maternity/Paternity","2024-02-02","2024-02-06",""
" LEAVE-4323 ","PNR-1865","Vacation","2022-07-24","","10"
"LEAVE-4324","PNR-1865","Maternity/Paternity","2024-02-29","2024-03-09","10"
"LEAVE-4325","PNR-1865","Maternity/Paternity","2021-01-02","2021-01-04","3"
"LEAVE-4326","PNR-1866","Maternity/Paternity","2020-09-18","2020-09-18","1"
"LEAVE-4327","PNR-1866","Sick Leave","2024-04-29","","2"
"LEAVE-4328","PNR-1866","Sick Leave","2020-07-23","2020-07-24","2"
"LEAVE-4329","PNR-1866","Vacation","2024-01-03","2024-01-03","1"
"LEAVE-4330","PNR-1866"," Sick Leave ","2018-11-14","2018-11-15","2"
"LEAVE-4331","PNR-1867","Maternity/Paternity","2024-08-28","#N/A","3"
"LEAVE-4332","PNR-1867","Vacation","2025-07-18","2025-07-27","10"
"LEAVE-4333","PNR-1867","Personal Leave","2024-03-11","2024-03-11","1"
"LEAVE-4333","PNR-1867","Personal Leave","2024-03-11","2024-03-11","1"
"LEAVE-4335","PNR-1867","Sick Leave","2020-09-11","2020-09-13","3"
"LEAVE-4336","PNR-1868","Vacation","2023-02-01","","1"
"LEAVE-4337","PNR-1868","Sick Leave","2020-07-28","2020-08-01","5"
"LEAVE-4338","PNR-1868","Vacation","2018-12-09","2018-12-18","10"
"LEAVE-4339","PNR-1868","#N/A","2024-12-09","2024-12-09","1"
"LEAVE-4340","","Sick Leave","","2023-04-12","2"
"LEAVE-4341","PNR-1869","Personal Leave","2023-12-26","2023-12-26","1"
"LEAVE-4342","PNR-1869","Vacation","2019-02-01"," 2019-02-05 ","5"
"LEAVE-4343","PNR-1869","Vacation","2020-12-01","","3"
"LEAVE-4344","PNR-1869"," Vacation ","2021-12-23","2021-12-25","3"
" LEAVE-4345 ","PNR-1869","Personal Leave","2018-12-06","2018-12-07","2"
"LEAVE-4346","PNR-1870","Vacation","2024-10-23","2024-11-01","10"
"LEAVE-4347","PNR-1870","Sick Leave","2021-09-28","2021-09-30","3"
"LEAVE-4348","PNR-1870","Vacation","2021-10-11","2021-10-11","1"
"LEAVE-4349","PNR-1870"," Maternity/Paternity ","2018-10-27","2018-10-27","1"
"LEAVE-4350","PNR-1870"," Maternity/Paternity ","2022-06-14","2022-06-15","2"
"LEAVE-4350","PNR-1870","Maternity/Paternity","2022-06-14","2022-06-15","2"
"LEAVE-4352","PNR-1871","Maternity/Paternity","2022-09-02","2022-09-04","3"
" LEAVE-4353 ","PNR-1871","Vacation","2023-03-19","2023-03-21","3"
"LEAVE-4354","PNR-1871","Maternity/Paternity","2020-01-19","2020-01-21","3"
"LEAVE-4355","PNR-1871","Maternity/Paternity","2019-05-28","2019-05-28","1"
"LEAVE-4356","PNR-1872","Vacation","2018-05-09","2018-05-10","2"
"LEAVE-4357","PNR-1872","Vacation","2021-08-22","2021-08-26","5"
"LEAVE-4358","PNR-1872","Sick Leave","2021-06-29","2021-06-29","1"
"LEAVE-4359","PNR-1872","Sick Leave","2020-05-01","2020-05-02","2"
"LEAVE-4360","PNR-1872","Personal Leave","2021-07-27","2021-08-05","10"
" LEAVE-4361 ","PNR-1873","","2019-02-09","2019-02-10","2"
"LEAVE-4362","PNR-1873"," Sick Leave ","2023-04-07","2023-04-08","2"
"LEAVE-4363","PNR-1873","Sick Leave","2022-06-30","2022-06-30","1"
"","PNR-1873","Maternity/Paternity"," 2018-06-24 ","2018-06-28","5"
"LEAVE-4365","PNR-1873","Personal Leave","2019-03-01","2019-03-10","10"
"LEAVE-4366","PNR-1874","Maternity/Paternity","2023-01-16","2023-01-18","3"
"LEAVE-4367","PNR-1874","Sick Leave","2023-12-20","2023-12-21","2"
"LEAVE-4368","PNR-1874","Sick Leave","2023-11-15"," 2023-11-24 ","10"
"LEAVE-4369","PNR-1874","Sick Leave","2025-07-01","2025-07-10","10"
"LEAVE-4370","PNR-1874","#N/A","","2020-06-10","10"
"LEAVE-4371","PNR-1875","Vacation","2023-06-28","2023-06-28","1"
"LEAVE-4372","PNR-1875","","2025-08-24","2025-08-26","3"
"LEAVE-4373"," PNR-1875 ","Maternity/Paternity","2025-10-12","2025-10-12","1"
"LEAVE-4374","PNR-1875","Personal Leave","2021-02-21","2021-02-25","5"
"","PNR-1875","Vacation","2024-05-02","2024-05-04","3"
" LEAVE-4376 ","PNR-1876","Personal Leave"," 2023-07-11 ","2023-07-15",""
"LEAVE-4377"," PNR-1876 ","Sick Leave","2022-02-20","2022-03-01",""
"LEAVE-4378","PNR-1876","Vacation","2024-08-27","2024-09-05","10"
"LEAVE-4379","PNR-1876","Vacation","2021-12-10"," 2021-12-12 ","3"
"LEAVE-4380","PNR-1876","Personal Leave","2024-02-19","2024-02-21","3"
"LEAVE-4381","PNR-1877","Maternity/Paternity","2025-05-31","2025-05-31","1"
"LEAVE-4381","PNR-1877","Maternity/Paternity","2025-05-31","2025-05-31","1"
"LEAVE-4383","PNR-1877","Sick Leave","2018-03-13","2018-03-17","5"
"LEAVE-4384","PNR-1877","Sick Leave","2022-04-02","2022-04-11","10"
"LEAVE-4385","PNR-1877","Vacation"," 2019-10-12 ","2019-10-12","1"
"LEAVE-4386","PNR-1878","Vacation","2019-02-01","2019-02-02","2"
"LEAVE-4387","PNR-1878","Personal Leave","2024-03-21","2024-03-30","10"
"LEAVE-4388","PNR-1878","Sick Leave","2019-10-02","2019-10-02","1"
"LEAVE-4389","PNR-1878","Sick Leave","2024-01-22","2024-01-22","1"
"LEAVE-4390","PNR-1878","Sick Leave"," 2025-02-03 ","2025-02-03","1"
"LEAVE-4390","PNR-1878","Sick Leave","2025-02-03","2025-02-03","1"
"LEAVE-4392","PNR-1879","Vacation","2021-08-09","2021-08-09","1"
"LEAVE-4393","","Maternity/Paternity","2020-08-22","2020-08-26","5"
"LEAVE-4394","PNR-1879","Sick Leave","2021-03-11","2021-03-13","3"
" LEAVE-4395 ","PNR-1879","Sick Leave"," 2024-02-10 ","2024-02-12","3"
"LEAVE-4396","PNR-1880","Sick Leave","2018-08-22","2018-08-22","1"
"LEAVE-4397"," PNR-1880 ","Vacation","2021-05-08","2021-05-10","3"
"LEAVE-4398","PNR-1880","Vacation","2024-02-11","2024-02-13","3"
"LEAVE-4399","PNR-1880","Vacation","2018-10-27","2018-10-28","2"
"LEAVE-4400","PNR-1880","Vacation","2021-12-10","2021-12-19","10"
"LEAVE-4401","PNR-1881","Vacation","2020-11-15","2020-11-24","10"
"LEAVE-4402","PNR-1881","Sick Leave","2020-08-24","2020-08-26","3"
"LEAVE-4403","PNR-1881","Maternity/Paternity","2024-06-30","2024-07-09","10"
"LEAVE-4404","PNR-1881","Vacation","2024-09-13","2024-09-17","5"
"LEAVE-4405","PNR-1881","Maternity/Paternity","2018-08-24","2018-08-26",""
"LEAVE-4406","PNR-1882","Vacation","2021-02-25","2021-02-26","2"
"LEAVE-4407","PNR-1882","Maternity/Paternity","2024-02-05","2024-02-05","1"
"LEAVE-4408","PNR-1882","Vacation","#N/A","2019-01-20","1"
"LEAVE-4409","PNR-1882","Sick Leave","2023-10-09","2023-10-09","1"
"LEAVE-4410","PNR-1882","Vacation","2018-12-28","2019-01-01","5"
"LEAVE-4411","PNR-1883","Sick Leave","2021-08-23","2021-08-23","1"
"LEAVE-4412","PNR-1883","Vacation","2022-04-04","2022-04-08","5"
"LEAVE-4413","PNR-1883","Maternity/Paternity","2018-11-18","2018-11-19","2"
"LEAVE-4414","PNR-1883"," Sick Leave ","2020-10-26","2020-10-27","2"
"LEAVE-4415","PNR-1883","Maternity/Paternity","2019-04-20","2019-04-21","2"
"LEAVE-4416","PNR-1884","Personal Leave","2022-04-22","2022-05-01","10"
"LEAVE-4417","PNR-1884","Sick Leave","2023-08-04","2023-08-05","2"
"LEAVE-4418","PNR-1884","Maternity/Paternity","2021-01-23","2021-01-27","5"
"LEAVE-4419","PNR-1884","Vacation","2024-08-05","2024-08-06","2"
"LEAVE-4420","PNR-1884","Maternity/Paternity","2024-10-13","2024-10-15","3"
"LEAVE-4421","PNR-1885","Personal Leave","2023-07-24","2023-08-02","10"
"LEAVE-4422","PNR-1885","Sick Leave","2019-05-14","2019-05-18","5"
"LEAVE-4423","PNR-1885","Personal Leave","2020-09-24","","3"
"LEAVE-4424","PNR-1885","Vacation","2020-01-11","2020-01-12","2"
"LEAVE-4425","PNR-1885","Vacation","2025-03-21","2025-03-22","2"
"LEAVE-4426","PNR-1886","Vacation","2018-03-11","2018-03-15","5"
"LEAVE-4427","PNR-1886","Vacation","2024-10-01","2024-10-05","5"
"#N/A","PNR-1886","Personal Leave","2018-01-13","2018-01-15","3"
""," PNR-1886 ","Personal Leave","2022-10-05","2022-10-09","5"
"LEAVE-4430","PNR-1886","Personal Leave","2022-02-28","2022-03-02","3"
"LEAVE-4431","PNR-1887","Vacation","2025-10-17","2025-10-21","5"
"LEAVE-4432","PNR-1887","Sick Leave","2022-06-04","2022-06-05","2"
"","PNR-1887","Maternity/Paternity","2020-03-06","2020-03-08","3"
"LEAVE-4434","PNR-1887","Maternity/Paternity","2020-09-18","2020-09-20",""
"LEAVE-4435","PNR-1887","","2023-06-08","2023-06-08","1"
"LEAVE-4436","PNR-1888"," Vacation ","2022-07-18","2022-07-19","2"
"LEAVE-4437","PNR-1888","Sick Leave","2024-12-03","2024-12-05","3"
"LEAVE-4438","PNR-1888"," Personal Leave ","2022-06-17","2022-06-17","1"
"LEAVE-4439","PNR-1888","Personal Leave"," 2018-04-25 "," 2018-05-04 ","10"
"LEAVE-4440","PNR-1888","Personal Leave","#N/A","2018-08-07","5"
"LEAVE-4441","PNR-1889","Maternity/Paternity","2023-12-14","2023-12-15","2"
"LEAVE-4442","PNR-1889","Vacation","2018-12-28","2018-12-28","1"
"LEAVE-4443","PNR-1889","Vacation","2023-11-16","2023-11-17","2"
"","PNR-1889","Sick Leave","2020-03-03","2020-03-05","3"
"LEAVE-4445","PNR-1889","Sick Leave","2023-07-12","2023-07-14","3"
"LEAVE-4446","PNR-1890","Sick Leave","2020-01-13","2020-01-14","2"
"LEAVE-4447","PNR-1890","Personal Leave","2022-10-30","2022-11-01","3"
"","PNR-1890","Personal Leave","2025-07-21","2025-07-25","5"
"LEAVE-4449","PNR-1890","Maternity/Paternity","2021-03-23","2021-03-25","3"
"LEAVE-4450","PNR-1890","Vacation","2023-07-19","2023-07-21","3"
"LEAVE-4451","PNR-1891","Personal Leave","2024-10-21","2024-10-25","5"
"LEAVE-4451","PNR-1891","Personal Leave","2024-10-21","2024-10-25","5"
"LEAVE-4453","PNR-1891","Personal Leave","2025-07-01","2025-07-01","1"
"LEAVE-4454","PNR-1891","Sick Leave","2019-07-12","2019-07-13","2"
" LEAVE-4455 ","PNR-1891","Maternity/Paternity","2024-12-27","2024-12-27","1"
"LEAVE-4456","PNR-1892","Personal Leave","2020-12-18","2020-12-22","5"
"","PNR-1892"," Sick Leave ","2021-03-15","2021-03-17","3"
"LEAVE-4458","PNR-1892","Vacation","","2018-11-21","3"
"LEAVE-4459","PNR-1892","Maternity/Paternity","2022-11-05","2022-11-09","5"
"LEAVE-4460","PNR-1892"," Sick Leave ","2019-08-31","2019-09-01","2"
"LEAVE-4461","PNR-1893","Sick Leave"," 2024-06-08 ","2024-06-08","1"
" LEAVE-4462 ","PNR-1893","Personal Leave","2024-01-11","2024-01-12","2"
"LEAVE-4463","PNR-1893","Vacation","2018-05-13","2018-05-17","5"
"LEAVE-4464","PNR-1893","Vacation","2025-02-18","2025-02-19","2"
"LEAVE-4465","PNR-1893","Maternity/Paternity","2022-10-02","2022-10-06","5"
"LEAVE-4466","PNR-1894","Sick Leave","2020-03-10","2020-03-12","3"
"LEAVE-4467","PNR-1894","Maternity/Paternity"," 2024-03-29 ","2024-04-07","10"
" LEAVE-4468 ","PNR-1894","Vacation","2020-09-21","2020-09-25","5"
"LEAVE-4469","PNR-1894","Maternity/Paternity","2019-09-03","2019-09-12","10"
"LEAVE-4470","PNR-1894","Vacation","2023-11-21","2023-11-22","2"
