CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
"CAND-8896","POS-210"," Account ","2025-10-23","Company Website","Screened","2025-10-26"
"CAND-8897","POS-210","","2025-10-23","Company Website","Interview 1"," 2025-10-28 "
"CAND-8898"," POS-210 ","Account","2025-10-23","Indeed","Rejected"," 2025-10-30 "
"CAND-8899","","Account","","LinkedIn","#N/A","2025-08-01"
"CAND-8899","POS-210","Account","2025-08-01","LinkedIn","Applied","2025-08-01"
"CAND-8901","POS-210","Account","2025-09-02","Company Website",""," 2025-09-02 "
"CAND-8902","POS-210","Account","2025-08-14","Company Website","Rejected","2025-08-14"
"CAND-8902","POS-210","Account","2025-08-14","Company Website","Rejected","2025-08-14"
"CAND-8904","POS-210","Account"," 2025-10-26 ","Job Fair","Screened","2025-11-01"
"CAND-8905","POS-210","Account","2025-10-26","#N/A","Interview 1",""
"","POS-210","Account"," 2025-10-26 ","Employee Referral","Rejected","#N/A"
"CAND-8907","POS-211","QC"," 2025-09-30 ","Company Website","Applied","2025-09-30"
"CAND-8908","POS-211","QC","2025-09-30","Job Fair","Screened"," 2025-10-06 "
"CAND-8909","POS-211"," QC ","2025-09-30","Job Fair","Interview 1","2025-10-10"
" CAND-8910 ","POS-211","QC","2025-09-30","Indeed","Interview 2"," 2025-10-12 "
"CAND-8911","POS-211","","2025-09-30","Employee Referral","",""
"CAND-8912","POS-211","QC","2025-09-30","Company Website"," Hired ","2025-10-22"
"CAND-8913","POS-211","QC","2025-10-22"," Employee Referral ","Rejected","2025-10-22"
"CAND-8914"," POS-211 ","","","Employee Referral","Applied","2025-08-04"
"CAND-8914","POS-211","QC","2025-08-04","Employee Referral","Applied","2025-08-04"
"CAND-8916","POS-211","QC","2025-08-04","Company Website","Rejected","2025-08-13"
"","POS-211","QC","2025-09-19","Employee Referral","Rejected"," 2025-09-19 "
"CAND-8917","POS-211","QC","2025-09-19","Employee Referral","Rejected","2025-09-19"
"CAND-8919","POS-211","QC","2025-10-12","Employee Referral","Applied",""
"CAND-8920","POS-211","","","Indeed","Screened","2025-10-14"
"CAND-8921","POS-211"," QC ","#N/A","LinkedIn","Interview 1"," 2025-10-20 "
"CAND-8922","POS-211","QC","","LinkedIn"," Interview 2 ","2025-10-26"
"CAND-8922","POS-211","QC","2025-10-12","LinkedIn","Interview 2","2025-10-26"
" CAND-8924 ","POS-211",""," 2025-10-12 ","Company Website","Hired",""
" CAND-8925 ",""," QC ","2025-10-17","Indeed","Applied","2025-10-17"
" CAND-8926 ","POS-211","QC","2025-10-17","","Rejected","2025-10-20"
"CAND-8926","POS-211","QC","2025-10-17","Job Fair","Rejected","2025-10-20"
"","POS-211","","2025-09-29","Employee Referral","Screened","2025-10-03"
"CAND-8929"," POS-211 ","QC","2025-09-29","Job Fair","Interview 1","2025-10-05"
"CAND-8930","POS-211"," QC ","2025-09-29","Employee Referral","Interview 2",""
"CAND-8931",""," QC ","2025-09-29","LinkedIn"," Offer "," 2025-10-13 "
"CAND-8932","POS-211","QC","2025-09-29","#N/A"," Hired ","2025-10-17"
" CAND-8933 ","POS-211","QC"," 2025-10-04 ","LinkedIn","Applied"," 2025-10-04 "
"CAND-8934","#N/A","","2025-10-04","","Screened","2025-10-06"
"CAND-8935","","","2025-10-04","Job Fair","Interview 1"," 2025-10-12 "
"CAND-8935","POS-211","QC","2025-10-04","Job Fair","Interview 1","2025-10-12"
"CAND-8937"," POS-211 ","#N/A","","Job Fair","Offer",""
"CAND-8938",""," QC ",""," Company Website ","Hired","2025-10-23"
"CAND-8939","POS-211","","2025-10-10","Company Website","Applied","2025-10-10"
"CAND-8940","POS-211","QC","2025-10-10","Indeed","Screened","2025-10-17"
"CAND-8941","POS-211"," QC ","2025-10-10","","#N/A"," 2025-10-21 "
"CAND-8942","POS-211","QC","2025-10-10","LinkedIn","Interview 2","2025-10-25"
"CAND-8942","POS-211","QC","2025-10-10","LinkedIn","Interview 2","2025-10-25"
"CAND-8944","","","2025-10-10","Company Website","Hired","2025-11-02"
"CAND-8945","POS-211"," QC ","2025-10-13","#N/A","","2025-10-13"
"CAND-8946","","QC"," 2025-10-13 "," LinkedIn ","Screened",""
"CAND-8947","POS-211","QC"," 2025-10-13 ","LinkedIn","Rejected"," 2025-10-23 "
"CAND-8948","POS-211","QC","2025-10-24","","Applied","2025-10-24"
"CAND-8949","","","2025-10-24","","",""
"CAND-8950","","","2025-10-24","Indeed","Interview 1","2025-11-06"
"CAND-8951","","QC","2025-10-24","#N/A","Interview 2"," 2025-11-12 "
"CAND-8951","POS-211","QC","2025-10-24","Job Fair","Interview 2","2025-11-12"
"CAND-8953"," POS-211 ","QC","2025-10-24"," Company Website ","Hired","2025-11-19"
"CAND-8954","POS-211","","","Employee Referral","","2025-10-19"
"CAND-8955","POS-211","QC","2025-10-19","Company Website","","2025-10-25"
"CAND-8956","POS-211","QC","2025-10-19","Employee Referral","Rejected",""
"CAND-8957","POS-212","Account","2025-07-31","Company Website","Applied","2025-07-31"
"CAND-8958","POS-212","","2025-07-31","Job Fair","Screened","2025-08-03"
" CAND-8959 ","","Account","2025-07-31","Company Website","Interview 1","2025-08-05"
"CAND-8959","POS-212","Account","2025-07-31","Company Website","Interview 1","2025-08-05"
"CAND-8961","POS-212","Account","2025-08-04","Company Website","","2025-08-04"
"CAND-8962","POS-212"," Account "," 2025-09-09 ","Indeed","Applied","2025-09-09"
"CAND-8963","","Account"," 2025-09-09 ","Employee Referral","Screened","2025-09-15"
"CAND-8964","POS-212",""," 2025-09-09 ","Company Website","Rejected","2025-09-18"
" CAND-8965 ","POS-212"," Account ","2025-10-08","","Rejected"," 2025-10-08 "
"","POS-212"," Account ","2025-10-24"," LinkedIn ","Applied"," 2025-10-24 "
"CAND-8967"," POS-212 ","Account","2025-10-24","Job Fair","Rejected","2025-10-26"
"CAND-8968","POS-212","Account","2025-08-28",""," Applied ","2025-08-28"
"CAND-8969","POS-212"," Account "," 2025-08-28 ","LinkedIn","Screened","2025-09-03"
"CAND-8970","","Account"," 2025-08-28 ","LinkedIn","Rejected"," 2025-09-06 "
"CAND-8971","POS-212","","","LinkedIn","",""
"CAND-8972","","Account","2025-09-29","#N/A","Applied","2025-09-29"
"CAND-8973",""," Account ","2025-09-29","Employee Referral","Rejected","2025-10-04"
" CAND-8974 ","","Account","2025-10-16","","Applied"," 2025-10-16 "
" CAND-8975 ","POS-212","Account","2025-10-16"," Indeed ","Rejected","2025-10-21"
"CAND-8975","POS-212","Account","2025-10-16","Indeed","Rejected","2025-10-21"
"CAND-8977","POS-212","Account"," 2025-08-05 ","LinkedIn","Screened","2025-08-11"
"CAND-8978","#N/A","Account","2025-08-05"," Job Fair ","Rejected","2025-08-14"
"CAND-8979","POS-212","Account","2025-10-21","LinkedIn","Applied","2025-10-21"
"CAND-8980","POS-212","Account","2025-10-21","Job Fair",""," 2025-10-28 "
"CAND-8980","POS-212","Account","2025-10-21","Job Fair","Screened","2025-10-28"
"CAND-8982"," POS-212 ","#N/A","2025-07-27","","Applied","2025-07-27"
" CAND-8983 ","POS-212","#N/A",""," Indeed ","Screened",""
"CAND-8984"," POS-212 ","Account","","LinkedIn","Interview 1","2025-08-05"
"CAND-8985","#N/A"," Account "," 2025-07-27 ","Indeed","","2025-08-11"
"CAND-8986","POS-212"," Account ","2025-08-15","Job Fair","Applied","2025-08-15"
"CAND-8987","POS-212","Account","2025-08-15","Indeed","Screened","2025-08-17"
"CAND-8988","POS-212","Account"," 2025-08-15 "," Company Website ","","2025-08-23"
"CAND-8989","POS-212","Account","2025-08-15","","Interview 2","#N/A"
" CAND-8990 "," POS-212 ","Account","2025-08-15","Job Fair","Offer","2025-09-04"
"CAND-8990","POS-212","Account","2025-08-15","Job Fair","Offer","2025-09-04"
"CAND-8992","","#N/A","2025-08-07","Job Fair","Applied","2025-08-07"
"CAND-8993","POS-212","Account","2025-08-07","Indeed","Screened","2025-08-14"
" CAND-8994 ","","#N/A","2025-08-07","LinkedIn","Interview 1","2025-08-18"
"","POS-212","Account"," 2025-08-07 "," Indeed ","Rejected","2025-08-24"
"CAND-8995","POS-212","Account","2025-08-07","Indeed","Rejected","2025-08-24"
"CAND-8997","POS-212"," Account ","","Job Fair","Screened","2025-10-05"
"CAND-8998"," POS-212 ","Account"," 2025-09-30 ","LinkedIn","Interview 1","2025-10-07"
"CAND-8998","POS-212","Account","2025-09-30","LinkedIn","Interview 1","2025-10-07"
" CAND-9000 ","#N/A","Account","2025-09-30","Job Fair","Offer",""
" CAND-9001 ","","Account","2025-09-30"," Job Fair ","Hired","2025-10-18"
"CAND-9002","POS-213"," Marketing ","#N/A","","","2025-10-27"
"CAND-9003","POS-213","Marketing","","Company Website","","2025-10-30"
" CAND-9004 ","POS-213","Marketing","2025-09-02","Employee Referral","","2025-09-02"
"CAND-9005","POS-213","Marketing",""," LinkedIn ","Screened"," 2025-09-07 "
" CAND-9006 ","POS-213","Marketing"," 2025-09-02 ","","Interview 1","2025-09-12"
"CAND-9007","POS-213","Marketing","2025-09-02","Indeed","Rejected","2025-09-17"
"CAND-9008","POS-213","Marketing","2025-10-23"," LinkedIn ","Applied"," 2025-10-23 "
" CAND-9009 ","POS-213"," Marketing ","","Employee Referral"," Screened ","2025-10-27"
"CAND-9009","POS-213","Marketing","2025-10-23","Employee Referral","Screened","2025-10-27"
"","POS-213","Marketing",""," Indeed ","Interview 2","2025-11-09"
"CAND-9012","POS-213","","2025-10-23","Company Website","Offer","2025-11-15"
"CAND-9013","","Marketing","2025-10-23","Job Fair","Hired","2025-11-19"
"CAND-9014","POS-213","Marketing","2025-08-26","Indeed","Applied","2025-08-26"
"CAND-9015","POS-213","Marketing","2025-08-26"," Company Website ","","2025-09-01"
"CAND-9015","POS-213","Marketing","2025-08-26","Company Website","Screened","2025-09-01"
"CAND-9017","POS-213","Marketing","2025-08-26","LinkedIn","","2025-09-09"
"CAND-9018","POS-213","","2025-08-26","Indeed","Offer","2025-09-14"
"CAND-9019"," POS-213 ","Marketing","2025-08-26","Company Website","Hired","2025-09-21"
"CAND-9020","POS-213","Marketing","2025-08-02","Employee Referral"," Rejected ","2025-08-02"
"CAND-9020","POS-213","Marketing","2025-08-02","Employee Referral","Rejected","2025-08-02"
" CAND-9022 ","POS-213","","2025-09-27","Employee Referral","",""
"CAND-9023"," POS-213 ","Marketing","2025-09-27","Indeed","Interview 1","2025-10-07"
"CAND-9024","POS-213","Marketing"," 2025-09-27 ","Indeed","Interview 2","2025-10-13"
"CAND-9025","POS-213","Marketing","2025-09-27","Company Website","Offer","2025-10-17"
"CAND-9026","POS-213","Marketing","","","Hired","2025-10-21"
"CAND-9027","POS-213","Marketing","2025-10-23"," LinkedIn ","","2025-10-23"
"CAND-9028"," POS-213 ","Marketing","2025-10-23"," LinkedIn ","","2025-10-25"
" CAND-9029 "," POS-213 ","Marketing","2025-10-23"," Indeed ","Interview 1","2025-10-29"
" CAND-9030 ","POS-213","Marketing","2025-10-23","","Interview 2","2025-10-31"
"CAND-9030","POS-213","Marketing","2025-10-23","LinkedIn","Interview 2","2025-10-31"
"CAND-9032","POS-213","Marketing","2025-10-23","Company Website","Hired","2025-11-07"
" CAND-9033 ","POS-213","","2025-08-15","","Rejected","2025-08-15"
"CAND-9034","POS-213"," Marketing ","2025-09-10","Job Fair","Applied","2025-09-10"
"CAND-9035","POS-213",""," 2025-09-10 ","LinkedIn","#N/A","2025-09-14"
"CAND-9036"," POS-213 ","#N/A","2025-09-10","","Interview 1"," 2025-09-17 "
"CAND-9036","POS-213","Marketing","2025-09-10","Job Fair","Interview 1","2025-09-17"
"CAND-9037","POS-213","Marketing","2025-09-10","Company Website","Interview 2","2025-09-22"
"CAND-9039","POS-213","Marketing"," 2025-10-22 "," Indeed ","Applied","2025-10-22"
"CAND-9040","POS-213","Marketing"," 2025-10-22 ","Indeed","Screened","2025-10-25"
"CAND-9040","POS-213","Marketing","2025-10-22","Indeed","Screened","2025-10-25"
"CAND-9042","POS-213","Marketing"," 2025-10-27 ","Job Fair","Rejected","2025-10-27"
"CAND-9043","POS-213","Marketing","2025-09-03","Job Fair","Applied","2025-09-03"
"CAND-9044","POS-213"," Marketing ","2025-09-03","Job Fair","",""
"CAND-9045","#N/A","Marketing","2025-08-30","Job Fair","Applied","2025-08-30"
"CAND-9046"," POS-213 ","Marketing","2025-08-30","Job Fair"," Screened ","2025-09-04"
"CAND-9046","POS-213","Marketing","2025-08-30","Job Fair","Screened","2025-09-04"
"CAND-9047","POS-213","Marketing","2025-08-30","Indeed","Rejected","2025-09-10"
"","POS-213"," Marketing ","2025-09-16","Indeed","Screened","2025-09-20"
"CAND-9049","POS-213","Marketing","2025-09-16","Indeed","Screened","2025-09-20"
"CAND-9051","POS-213"," Marketing ","","Indeed","","2025-10-01"
"CAND-9052","POS-213","Marketing","2025-09-16","#N/A","Offer","2025-10-05"
"","POS-213","Marketing"," 2025-09-16 ","Indeed","Hired","2025-10-12"
"CAND-9053","POS-213","Marketing","2025-09-16","Indeed","Hired","2025-10-12"
"CAND-9055","POS-214","Research","2025-10-06","Indeed","Applied","2025-10-06"
"CAND-9055","POS-214","Research","2025-10-06","Indeed","Applied","2025-10-06"
"CAND-9057","POS-214","Research","2025-10-06","Job Fair","Interview 1","2025-10-17"
"CAND-9058","POS-214","Research","","Employee Referral","Rejected","2025-10-20"
"CAND-9059","POS-214","","","Indeed","Rejected",""
"CAND-9060","POS-214","Research","2025-08-16","","Applied","2025-08-16"
"CAND-9061","POS-214","Research","2025-08-16"," Employee Referral ","Screened"," 2025-08-21 "
"CAND-9062",""," Research ","2025-08-16","Job Fair","Interview 1","2025-08-26"
"CAND-9063","POS-214","#N/A","2025-08-16","Indeed"," Interview 2 ","2025-08-29"
"","POS-214","Research","2025-08-16","Indeed","Rejected","2025-09-02"
"CAND-9065","POS-214","Research","#N/A","","Applied",""
"CAND-9066","POS-214","Research","2025-09-15","Indeed","Screened","2025-09-18"
"CAND-9067","POS-214","Research","","Employee Referral"," Rejected "," 2025-09-21 "
"CAND-9068","POS-214"," Research ","2025-09-19","","Applied","2025-09-19"
"CAND-9068","POS-214","Research","2025-09-19","Company Website","Applied","2025-09-19"
" CAND-9070 ","POS-214","Research"," 2025-09-19 ","Employee Referral","Rejected","2025-10-01"
"CAND-9071","POS-214","","2025-09-20"," Employee Referral "," Applied ","2025-09-20"
"CAND-9072","POS-214","Research","2025-09-20","Indeed","Screened","2025-09-23"
"#N/A","POS-214"," Research ","2025-09-20","Indeed","Interview 1","2025-09-28"
"CAND-9074","POS-214","Research","2025-09-20","Company Website","Interview 2","2025-10-04"
"CAND-9075","POS-214"," Research ","2025-09-20","Company Website"," Offer ","2025-10-10"
" CAND-9076 ","POS-214","Research","2025-09-20","Job Fair","Hired","2025-10-14"
"CAND-9076","POS-214","Research","2025-09-20","Job Fair","Hired","2025-10-14"
"CAND-9078","POS-214","Research","2025-08-07","Company Website","Rejected","2025-08-07"
"","POS-214","Research","2025-10-04","Job Fair","Rejected","2025-10-04"
"CAND-9080","POS-214","Research","2025-08-14","Company Website"," Applied ","2025-08-14"
"","POS-214","Research","2025-08-14","LinkedIn","#N/A",""
"CAND-9082","POS-214","Research","","Company Website","Rejected","2025-08-25"
"CAND-9083","POS-214","#N/A","2025-09-10","Job Fair","Applied","2025-09-10"
"#N/A","POS-214","Research","2025-09-10","Employee Referral","Rejected","2025-09-16"
"CAND-9085","","Research","2025-09-28","","Applied","2025-09-28"
"CAND-9085","POS-214","Research","2025-09-28","Company Website","Applied","2025-09-28"
"CAND-9087","POS-214","Research","2025-08-28"," Indeed ","Applied","2025-08-28"
"CAND-9088","POS-214","Research","2025-08-28","Indeed","","2025-09-04"
"CAND-9089","POS-214","Research","2025-08-28","Job Fair","Interview 1"," 2025-09-09 "
"CAND-9089","POS-214","Research","2025-08-28","Job Fair","Interview 1","2025-09-09"
"CAND-9090","POS-214","Research","2025-08-28","LinkedIn","Interview 2","2025-09-14"
"CAND-9092","POS-214"," Research ","2025-09-11","Employee Referral","Applied","2025-09-11"
" CAND-9093 ","POS-214","Research","2025-09-11",""," Screened "," 2025-09-13 "
"CAND-9094","POS-214","Research","2025-09-11","Job Fair","Interview 1","2025-09-20"
"CAND-9095","#N/A","Research","2025-09-11","Job Fair","Interview 2","2025-09-27"
"CAND-9096","","Research","2025-09-11","Indeed","Rejected","2025-10-01"
" CAND-9097 ","POS-214"," Research ","2025-10-03","","Rejected","2025-10-03"
"","POS-214","Research","2025-10-22","Indeed","Applied","2025-10-22"
"#N/A"," POS-214 ","Research","","LinkedIn","","2025-10-29"
"CAND-9100","POS-214","Research","2025-10-22","Company Website","Interview 1","2025-11-02"
"CAND-9101","","Research","","Employee Referral","Interview 2","2025-11-04"
"CAND-9102","POS-214","Research","2025-10-22","Employee Referral","Rejected","2025-11-08"
"#N/A","POS-215","","2025-10-24"," Indeed "," Applied "," 2025-10-24 "
"CAND-9104","POS-215","QC","2025-10-24","LinkedIn","",""
"CAND-9105","POS-215","QC","2025-09-07"," Indeed ","Applied"," 2025-09-07 "
"CAND-9106"," POS-215 ","#N/A","2025-09-07","Indeed","Rejected","2025-09-14"
"CAND-9107","POS-215","QC","","Employee Referral","#N/A","2025-09-01"
" CAND-9108 "," POS-215 ","QC","2025-09-01","Employee Referral","Rejected","2025-09-06"
"CAND-9109"," POS-215 ","QC","2025-09-30","Indeed","Rejected",""
"CAND-9110","POS-215","","2025-08-29","Job Fair"," Applied ","2025-08-29"
"CAND-9111","POS-215","QC","2025-08-29","","Screened"," 2025-09-05 "
"CAND-9112","POS-215"," QC ","","LinkedIn","Rejected","2025-09-12"
"CAND-9113","POS-215"," QC ","","Employee Referral","#N/A","2025-09-05"
"CAND-9114","","","2025-09-05","Job Fair","Screened","2025-09-12"
"CAND-9115","POS-215"," QC ","2025-09-05","Indeed","Rejected","2025-09-17"
"CAND-9116","POS-215","","2025-09-21","Indeed","Rejected","2025-09-21"
"CAND-9116","POS-215","QC","2025-09-21","Indeed","Rejected","2025-09-21"
"CAND-9118","POS-215","QC","2025-09-03"," LinkedIn ","Rejected","2025-09-03"
"CAND-9118","POS-215","QC","2025-09-03","LinkedIn","Rejected","2025-09-03"
"CAND-9120","#N/A","QC","2025-09-19","LinkedIn","Rejected",""
"CAND-9121","POS-215","QC","2025-09-26","","Rejected","2025-09-26"
"CAND-9121","POS-215","QC","2025-09-26","Employee Referral","Rejected","2025-09-26"
"CAND-9123","POS-215","QC","2025-10-07","Indeed","Rejected"," 2025-10-13 "
"","POS-215","QC","2025-09-14","Employee Referral","Applied","2025-09-14"
"CAND-9124","POS-215","QC","2025-09-14","Employee Referral","Applied","2025-09-14"
"CAND-9126","POS-215","QC"," 2025-09-14 "," Indeed "," Rejected ","2025-09-28"
" CAND-9127 ","POS-215","QC"," 2025-10-06 ","Employee Referral","","2025-10-06"
"CAND-9128","POS-215","QC","2025-09-28","Company Website","Applied"," 2025-09-28 "
" CAND-9129 ","POS-215","QC","2025-09-28"," Employee Referral ","","2025-10-01"
"CAND-9129","POS-215","QC","2025-09-28","Employee Referral","Screened","2025-10-01"
"CAND-9130","POS-215","QC","2025-09-28","Company Website","Interview 1","2025-10-07"
"CAND-9132"," POS-215 ","QC"," 2025-09-28 ","","Offer","2025-10-19"
"CAND-9133","POS-215","QC","2025-09-28","Job Fair","Hired","2025-10-22"
"CAND-9134","POS-215","QC","2025-09-07","LinkedIn","Applied","2025-09-07"
"CAND-9134","POS-215","QC","2025-09-07","LinkedIn","Applied","2025-09-07"
"CAND-9136","POS-215","","2025-10-10"," Job Fair ","Applied","2025-10-10"
"CAND-9137","","QC","2025-10-10","#N/A","","2025-10-15"
" CAND-9138 ","POS-216","Operations","2025-10-18","Indeed","Rejected","2025-10-18"
"CAND-9139","POS-216","Operations"," 2025-10-01 ","Job Fair","#N/A",""
" CAND-9140 ","POS-216","#N/A"," 2025-10-01 ","Job Fair","Screened","2025-10-06"
" CAND-9141 ","POS-216","Operations","2025-10-01","Employee Referral","Interview 1",""
"CAND-9141","POS-216","Operations","2025-10-01","Employee Referral","Interview 1","2025-10-12"
"CAND-9143","POS-216"," Operations ","2025-10-01","Company Website"," Rejected ","2025-10-17"
"CAND-9144","POS-216","Operations","2025-10-28","Company Website"," Rejected ","2025-10-28"
"CAND-9145"," POS-216 "," Operations ","2025-10-14"," Job Fair ","","2025-10-14"
" CAND-9146 ","POS-216","Operations","2025-09-17","","Applied","2025-09-17"
"","POS-216","Operations"," 2025-09-17 ","Indeed","","2025-09-19"
"","POS-216","Operations"," 2025-09-28 ","","","2025-09-28"
"CAND-9149"," POS-216 ","Operations","2025-09-28","Indeed","Screened","#N/A"
"CAND-9149","POS-216","Operations","2025-09-28","Indeed","Screened","2025-10-01"
"CAND-9150","POS-216","Operations","2025-09-28","Employee Referral","Interview 1","2025-10-06"
"CAND-9152","POS-216","Operations","","Company Website","Offer"," 2025-10-17 "
"CAND-9153","POS-216","Operations","2025-09-28","Job Fair","Hired","2025-10-23"
" CAND-9154 ","","Operations","#N/A","Job Fair","Applied",""
" CAND-9155 ","POS-216","Operations","2025-09-23","Company Website","Screened",""
"CAND-9156","POS-216","Operations","2025-09-23","Indeed","Interview 1","2025-10-04"
"CAND-9157","#N/A","Operations","2025-09-23","","Interview 2","2025-10-09"
"CAND-9158","POS-216","#N/A","2025-09-23","Company Website","Rejected","2025-10-12"
"CAND-9159"," POS-216 ","Operations","2025-10-04","#N/A","Applied","2025-10-04"
"CAND-9160","POS-216","Operations","2025-10-04","Indeed","Screened","2025-10-10"
"CAND-9160","POS-216","Operations","2025-10-04","Indeed","Screened","2025-10-10"
"CAND-9162","POS-216","Operations","2025-10-04","LinkedIn","Interview 2","2025-10-21"
"CAND-9163"," POS-216 ","Operations"," 2025-10-04 ","LinkedIn"," Offer ","2025-10-25"
"CAND-9164","POS-216","Operations","2025-10-04","Employee Referral","Hired",""
"CAND-9165","POS-216","Operations","2025-09-25"," LinkedIn "," Applied ","2025-09-25"
"CAND-9166","POS-216","Operations","2025-09-25","Company Website"," Rejected ","2025-09-29"
"CAND-9167"," POS-216 ","Operations","","#N/A","","2025-10-09"
" CAND-9168 ","POS-216","Operations"," 2025-10-09 ","#N/A","Screened","2025-10-14"
"CAND-9169","POS-216"," Operations ","2025-10-09","Employee Referral"," Rejected "," 2025-10-21 "
"CAND-9169","POS-216","Operations","2025-10-09","Employee Referral","Rejected","2025-10-21"
"CAND-9171","POS-216","Operations","2025-09-28","LinkedIn","Applied","2025-09-28"
"CAND-9172","POS-216","Operations","2025-09-28","Indeed","Rejected","2025-10-03"
"CAND-9173","POS-216","Operations","2025-10-02","LinkedIn","Applied","2025-10-02"
"CAND-9174","POS-216","Operations","2025-10-02","Indeed","Screened",""
"CAND-9175","POS-216","Operations","2025-10-02","LinkedIn","Interview 1","2025-10-11"
"CAND-9176","POS-216","#N/A","2025-10-02"," LinkedIn ","Interview 2","2025-10-14"
" CAND-9177 ","","Operations","2025-10-02","LinkedIn"," Rejected ","2025-10-20"
"CAND-9178","POS-216","Operations"," 2025-10-19 "," Job Fair ","Rejected","2025-10-19"
"CAND-9179"," POS-217 ","Regional Sales","2025-09-24","Employee Referral","Applied","2025-09-24"
" CAND-9180 ","POS-217"," Regional Sales "," 2025-09-24 ","Job Fair",""," 2025-09-29 "
"CAND-9181","POS-217","Regional Sales","2025-10-16"," LinkedIn ","Applied",""
"CAND-9182","","Regional Sales","2025-10-16","Employee Referral","Screened"," 2025-10-21 "
"CAND-9182","POS-217","Regional Sales","2025-10-16","Employee Referral","Screened","2025-10-21"
" CAND-9184 ","POS-217"," Regional Sales ","2025-10-16","Employee Referral","","#N/A"
"CAND-9185","POS-217","Regional Sales","2025-10-16"," LinkedIn ","Offer"," 2025-11-05 "
"CAND-9186","","Regional Sales","","Job Fair","Hired","2025-11-11"
"CAND-9187","POS-217","Regional Sales","2025-10-26","LinkedIn","",""
"CAND-9188","POS-217","Regional Sales"," 2025-10-26 "," Indeed ","Screened","2025-10-31"
"CAND-9189","","Regional Sales","2025-10-26","LinkedIn","",""
"CAND-9190","POS-217","","2025-10-26","Employee Referral","Rejected"," 2025-11-13 "
"CAND-9190","POS-217","Regional Sales","2025-10-26","Employee Referral","Rejected","2025-11-13"
"CAND-9192"," POS-217 ","#N/A","2025-10-17","Job Fair","","2025-10-24"
"CAND-9193","POS-217","Regional Sales","2025-10-17","#N/A","Rejected","2025-10-30"
"CAND-9194","POS-217","Regional Sales","2025-10-19","Company Website","Applied","2025-10-19"
"","POS-217","","2025-10-19","Indeed"," Rejected ","2025-10-22"
"CAND-9195","POS-217","Regional Sales","2025-10-19","Indeed","Rejected","2025-10-22"
"","POS-217","Regional Sales"," 2025-10-22 ","Company Website","#N/A","2025-10-26"
"CAND-9198","POS-217","Regional Sales","2025-10-13","LinkedIn","Applied",""
"CAND-9199","POS-217","Regional Sales","2025-10-13","Company Website","Rejected","2025-10-19"
"CAND-9200","","Regional Sales","2025-10-13","LinkedIn","Applied","2025-10-13"
"#N/A","POS-217","","2025-10-13","Job Fair","","2025-10-20"
"CAND-9202","POS-217","Regional Sales","2025-10-13"," LinkedIn ","Interview 1","2025-10-24"
"CAND-9203","POS-217","Regional Sales","","LinkedIn","Rejected","2025-10-31"
"CAND-9204","POS-217","Regional Sales","2025-10-15","Company Website","Applied","2025-10-15"
" CAND-9205 ","POS-217","Regional Sales","","Job Fair","Screened","2025-10-20"
"CAND-9205","POS-217","Regional Sales","2025-10-15","Job Fair","Screened","2025-10-20"
"CAND-9207","POS-217","Regional Sales"," 2025-10-15 ","Indeed","Interview 2","2025-10-29"
"CAND-9208","","","2025-10-15","LinkedIn","Offer",""
"CAND-9208","POS-217","Regional Sales","2025-10-15","LinkedIn","Offer","2025-11-02"
"CAND-9210","POS-217","Regional Sales","2025-10-26","Indeed","Applied","2025-10-26"
"CAND-9211","POS-217","Regional Sales","2025-10-26"," Indeed ","Screened","2025-10-29"
" CAND-9212 ","","Regional Sales","#N/A","Employee Referral"," Interview 1 ","2025-11-02"
"CAND-9213","POS-217","Regional Sales","2025-10-26","LinkedIn","Rejected","2025-11-09"
" CAND-9214 ","POS-217","Regional Sales","2025-10-01","Indeed","","2025-10-01"
"CAND-9215","","Regional Sales","2025-10-01",""," Screened ","2025-10-05"
"CAND-9216","POS-217","Regional Sales","2025-10-01"," Company Website ","Interview 1","2025-10-11"
"CAND-9217","POS-217","","2025-10-01"," Employee Referral "," Interview 2 ","2025-10-14"
"","","Regional Sales","2025-10-01","Indeed","Offer","2025-10-16"
"CAND-9219","POS-217","","2025-10-01","Employee Referral"," Hired ","2025-10-18"
"CAND-9220","POS-217","Regional Sales","2025-10-17","LinkedIn","Rejected",""
"CAND-9220","POS-217","Regional Sales","2025-10-17","LinkedIn","Rejected","2025-10-17"
"CAND-9222","POS-217","Regional Sales","2025-10-20","LinkedIn"," Screened ","2025-10-23"
"CAND-9223","POS-217","Regional Sales","2025-10-20","Indeed","Interview 1"," 2025-10-28 "
"CAND-9223","POS-217","Regional Sales","2025-10-20","Indeed","Interview 1","2025-10-28"
" CAND-9225 ","POS-217","Regional Sales","2025-09-26","Job Fair","",""
" CAND-9226 ","POS-217","Regional Sales","2025-10-07","Job Fair","Applied","2025-10-07"
"CAND-9227","POS-217","Regional Sales","2025-10-07","Company Website","Screened","2025-10-12"
"CAND-9228","","Regional Sales","2025-10-07","Indeed","Rejected","2025-10-18"
"CAND-9229","POS-217","Regional Sales","2025-10-15","","Applied"," 2025-10-15 "
"CAND-9229","POS-217","Regional Sales","2025-10-15","Indeed","Applied","2025-10-15"
"CAND-9231"," POS-217 ","Regional Sales"," 2025-10-15 ","Company Website","","2025-10-28"
